ID,X,Y
382,421.0000,646.0000
383,540.0000,556.0000
384,595.0000,427.0000
385,430.0000,625.0000
386,577.0000,372.0000
387,452.0000,334.0000
388,345.0000,580.0000
389,630.0000,421.0000
390,380.0000,656.0000
391,562.0000,587.0000
392,597.0000,617.0000
393,605.0000,451.0000
394,535.0000,376.0000
395,433.0000,587.0000
396,594.0000,389.0000
397,602.0000,621.0000
398,649.0000,628.0000
399,424.0000,444.0000
400,382.0000,606.0000
401,523.0000,647.0000
402,519.0000,453.0000
403,499.0000,432.0000
404,522.0000,337.0000
405,551.0000,462.0000
406,481.0000,390.0000
407,402.0000,380.0000
408,637.0000,658.0000
409,609.0000,470.0000
410,565.0000,360.0000
411,510.0000,482.0000
412,381.0000,508.0000
413,472.0000,676.0000
414,614.0000,461.0000
415,418.0000,445.0000
416,488.0000,402.0000
417,436.0000,689.0000
418,548.0000,701.0000
419,465.0000,448.0000
420,634.0000,501.0000
421,519.0000,585.0000
422,636.0000,454.0000
423,584.0000,617.0000
424,518.0000,466.0000
425,373.0000,613.0000
426,636.0000,524.0000
427,565.0000,675.0000
428,423.0000,455.0000
429,517.0000,437.0000
430,480.0000,515.0000
431,376.0000,399.0000
432,494.0000,402.0000
433,352.0000,497.0000
434,347.0000,563.0000
435,418.0000,373.0000
436,579.0000,693.0000
437,473.0000,460.0000
438,492.0000,523.0000
439,451.0000,457.0000
440,581.0000,575.0000
441,592.0000,401.0000
442,613.0000,426.0000
443,403.0000,553.0000
444,549.0000,564.0000
445,486.0000,652.0000
446,587.0000,558.0000
447,442.0000,467.0000
448,360.0000,554.0000
449,599.0000,485.0000
450,590.0000,609.0000
451,473.0000,599.0000
452,581.0000,375.0000
453,444.0000,545.0000
454,429.0000,492.0000
455,415.0000,591.0000
456,470.0000,626.0000
457,656.0000,531.0000
458,605.0000,361.0000
459,467.0000,580.0000
460,388.0000,586.0000
461,552.0000,572.0000
462,519.0000,660.0000
463,604.0000,566.0000
464,443.0000,395.0000
465,644.0000,438.0000
466,581.0000,459.0000
467,456.0000,398.0000
468,493.0000,379.0000
469,645.0000,618.0000
470,545.0000,653.0000
471,462.0000,696.0000
472,369.0000,520.0000
473,519.0000,360.0000
474,534.0000,635.0000
475,623.0000,601.0000
476,543.0000,714.0000
477,509.0000,644.0000
478,376.0000,546.0000
479,356.0000,582.0000
480,536.0000,585.0000
481,376.0000,387.0000
482,501.0000,529.0000
483,558.0000,579.0000
484,473.0000,554.0000
485,500.0000,377.0000
486,426.0000,372.0000
487,558.0000,402.0000
488,624.0000,568.0000
489,560.0000,614.0000
490,582.0000,349.0000
491,504.0000,373.0000
492,552.0000,602.0000
493,479.0000,471.0000
494,398.0000,592.0000
495,563.0000,485.0000
496,386.0000,563.0000
497,500.0000,520.0000
498,416.0000,518.0000
499,602.0000,661.0000
500,394.0000,559.0000
501,500.0000,347.0000
502,337.0000,528.0000
503,440.0000,690.0000
504,478.0000,352.0000
505,496.0000,606.0000
506,642.0000,455.0000
507,590.0000,521.0000
508,588.0000,484.0000
509,644.0000,520.0000
510,535.0000,559.0000
511,420.0000,469.0000
512,334.0000,552.0000
513,507.0000,694.0000
514,452.0000,676.0000
515,446.0000,616.0000
516,507.0000,367.0000
517,471.0000,410.0000
518,354.0000,596.0000
519,527.0000,374.0000
520,412.0000,682.0000
521,470.0000,352.0000
522,437.0000,679.0000
523,519.0000,506.0000
524,634.0000,557.0000
525,451.0000,424.0000
526,402.0000,426.0000
527,324.0000,514.0000
528,466.0000,518.0000
529,561.0000,442.0000
530,515.0000,497.0000
531,423.0000,466.0000
532,586.0000,510.0000
533,340.0000,516.0000
534,662.0000,547.0000
535,434.0000,399.0000
536,538.0000,428.0000
537,615.0000,411.0000
538,636.0000,479.0000
539,464.0000,668.0000
540,463.0000,492.0000
541,341.0000,511.0000
542,545.0000,483.0000
543,401.0000,643.0000
544,471.0000,696.0000
545,625.0000,380.0000
546,508.0000,508.0000
547,654.0000,439.0000
548,538.0000,653.0000
549,424.0000,365.0000
550,407.0000,574.0000
551,644.0000,406.0000
552,605.0000,365.0000
553,429.0000,442.0000
554,536.0000,396.0000
555,443.0000,653.0000
556,402.0000,369.0000
557,603.0000,421.0000
558,591.0000,474.0000
559,528.0000,443.0000
560,344.0000,503.0000
561,588.0000,380.0000
562,342.0000,491.0000
563,592.0000,363.0000
564,655.0000,591.0000
565,519.0000,640.0000
566,406.0000,557.0000
567,535.0000,371.0000
568,436.0000,474.0000
569,551.0000,613.0000
570,597.0000,613.0000
571,458.0000,374.0000
572,659.0000,628.0000
573,342.0000,450.0000
574,509.0000,702.0000
575,503.0000,336.0000
576,394.0000,395.0000
577,381.0000,564.0000
578,423.0000,381.0000
579,537.0000,684.0000
580,532.0000,339.0000
581,540.0000,670.0000
582,640.0000,483.0000
583,618.0000,619.0000
584,589.0000,432.0000
585,569.0000,548.0000
586,536.0000,678.0000
587,610.0000,394.0000
588,379.0000,594.0000
589,402.0000,407.0000
590,573.0000,702.0000
591,656.0000,433.0000
592,501.0000,439.0000
593,624.0000,578.0000
594,499.0000,635.0000
595,573.0000,378.0000
596,471.0000,630.0000
597,438.0000,406.0000
598,579.0000,677.0000
599,417.0000,607.0000
600,398.0000,663.0000
601,276.0000,685.0000
602,193.0000,520.0000
603,585.0000,755.0000
604,566.0000,267.0000
605,283.0000,401.0000
606,281.0000,354.0000
607,246.0000,589.0000
608,485.0000,896.0000
609,587.0000,892.0000
610,627.0000,856.0000
611,290.0000,350.0000
612,294.0000,622.0000
613,178.0000,396.0000
614,565.0000,182.0000
615,356.0000,132.0000
616,521.0000,186.0000
617,586.0000,110.0000
618,126.0000,588.0000
619,482.0000,860.0000
620,422.0000,135.0000
621,195.0000,436.0000
622,400.0000,191.0000
623,367.0000,683.0000
624,446.0000,847.0000
625,198.0000,727.0000
626,578.0000,210.0000
627,235.0000,325.0000
628,517.0000,261.0000
629,650.0000,788.0000
630,518.0000,275.0000
631,609.0000,161.0000
632,324.0000,410.0000
633,389.0000,125.0000
634,603.0000,766.0000
635,134.0000,385.0000
636,195.0000,325.0000
637,407.0000,900.0000
638,268.0000,784.0000
639,184.0000,660.0000
640,247.0000,797.0000
641,335.0000,190.0000
642,218.0000,307.0000
643,625.0000,809.0000
644,302.0000,231.0000
645,200.0000,646.0000
646,235.0000,208.0000
647,606.0000,227.0000
648,580.0000,804.0000
649,427.0000,731.0000
650,281.0000,477.0000
651,323.0000,745.0000
652,602.0000,191.0000
653,480.0000,99.0000
654,166.0000,660.0000
655,279.0000,206.0000
656,147.0000,588.0000
657,301.0000,341.0000
658,496.0000,912.0000
659,244.0000,249.0000
660,429.0000,770.0000
661,314.0000,422.0000
662,285.0000,576.0000
663,174.0000,280.0000
664,467.0000,245.0000
665,529.0000,149.0000
666,178.0000,565.0000
667,381.0000,913.0000
668,307.0000,301.0000
669,514.0000,808.0000
670,561.0000,105.0000
671,165.0000,405.0000
672,623.0000,717.0000
673,377.0000,137.0000
674,390.0000,245.0000
675,403.0000,891.0000
676,442.0000,926.0000
677,278.0000,615.0000
678,629.0000,785.0000
679,190.0000,737.0000
680,424.0000,778.0000
681,337.0000,197.0000
682,620.0000,925.0000
683,164.0000,678.0000
684,228.0000,388.0000
685,270.0000,277.0000
686,301.0000,857.0000
687,220.0000,488.0000
688,267.0000,534.0000
689,395.0000,117.0000
690,192.0000,395.0000
691,642.0000,813.0000
692,131.0000,551.0000
693,195.0000,691.0000
694,432.0000,883.0000
695,226.0000,578.0000
696,458.0000,862.0000
697,506.0000,212.0000
698,203.0000,686.0000
699,372.0000,308.0000
700,300.0000,552.0000
701,299.0000,675.0000
702,308.0000,649.0000
703,183.0000,652.0000
704,347.0000,221.0000
705,527.0000,243.0000
706,461.0000,252.0000
707,490.0000,251.0000
708,283.0000,187.0000
709,218.0000,644.0000
710,404.0000,716.0000
711,324.0000,716.0000
712,189.0000,408.0000
713,227.0000,267.0000
714,463.0000,801.0000
715,290.0000,445.0000
716,313.0000,842.0000
717,289.0000,504.0000
718,169.0000,576.0000
719,420.0000,741.0000
720,290.0000,780.0000
721,416.0000,266.0000
722,189.0000,384.0000
723,277.0000,636.0000
724,618.0000,909.0000
725,256.0000,401.0000
726,456.0000,844.0000
727,209.0000,563.0000
728,355.0000,830.0000
729,239.0000,254.0000
730,573.0000,740.0000
731,639.0000,716.0000
732,294.0000,222.0000
733,234.0000,478.0000
734,653.0000,234.0000
735,579.0000,301.0000
736,260.0000,402.0000
737,475.0000,276.0000
738,115.0000,548.0000
739,442.0000,111.0000
740,443.0000,789.0000
741,467.0000,278.0000
742,595.0000,304.0000
743,483.0000,907.0000
744,167.0000,653.0000
745,194.0000,331.0000
746,276.0000,219.0000
747,520.0000,828.0000
748,375.0000,179.0000
749,528.0000,821.0000
750,582.0000,127.0000
751,342.0000,158.0000
752,652.0000,209.0000
753,261.0000,531.0000
754,165.0000,526.0000
755,196.0000,587.0000
756,161.0000,687.0000
757,483.0000,125.0000
758,133.0000,522.0000
759,297.0000,783.0000
760,345.0000,811.0000
761,373.0000,848.0000
762,384.0000,778.0000
763,555.0000,153.0000
764,549.0000,846.0000
765,388.0000,311.0000
766,199.0000,276.0000
767,359.0000,899.0000
768,386.0000,742.0000
769,510.0000,819.0000
770,355.0000,894.0000
771,492.0000,910.0000
772,176.0000,573.0000
773,370.0000,856.0000
774,631.0000,255.0000
775,250.0000,804.0000
776,462.0000,279.0000
777,488.0000,786.0000
778,428.0000,169.0000
779,160.0000,343.0000
780,490.0000,762.0000
781,495.0000,867.0000
782,171.0000,467.0000
783,113.0000,558.0000
784,542.0000,161.0000
785,266.0000,467.0000
786,579.0000,903.0000
787,348.0000,233.0000
788,303.0000,697.0000
789,177.0000,469.0000
790,342.0000,265.0000
791,315.0000,309.0000
792,487.0000,139.0000
793,167.0000,564.0000
794,301.0000,713.0000
795,111.0000,583.0000
796,307.0000,287.0000
797,306.0000,848.0000
798,298.0000,699.0000
799,247.0000,440.0000
800,354.0000,279.0000
801,644.0000,844.0000
802,226.0000,327.0000
803,427.0000,896.0000
804,332.0000,283.0000
805,242.0000,776.0000
806,114.0000,405.0000
807,274.0000,318.0000
808,109.0000,490.0000
809,311.0000,430.0000
810,380.0000,793.0000
811,571.0000,736.0000
812,599.0000,270.0000
813,347.0000,359.0000
814,220.0000,529.0000
815,228.0000,675.0000
816,305.0000,573.0000
817,281.0000,642.0000
818,354.0000,841.0000
819,257.0000,265.0000
820,526.0000,274.0000
821,179.0000,760.0000
822,489.0000,867.0000
823,458.0000,182.0000
824,182.0000,735.0000
825,455.0000,162.0000
826,656.0000,874.0000
827,333.0000,870.0000
828,368.0000,245.0000
829,283.0000,833.0000
830,444.0000,292.0000
831,346.0000,148.0000
832,621.0000,216.0000
833,243.0000,285.0000
834,356.0000,812.0000
835,381.0000,212.0000
836,271.0000,584.0000
837,360.0000,217.0000
838,318.0000,628.0000
839,649.0000,156.0000
840,604.0000,743.0000
841,549.0000,764.0000
842,329.0000,165.0000
843,421.0000,728.0000
844,115.0000,493.0000
845,135.0000,437.0000
846,281.0000,722.0000
847,546.0000,769.0000
848,423.0000,899.0000
849,654.0000,865.0000
850,563.0000,846.0000
851,474.0000,769.0000
852,512.0000,931.0000
853,647.0000,208.0000
854,565.0000,196.0000
855,558.0000,875.0000
856,203.0000,547.0000
857,247.0000,526.0000
858,498.0000,825.0000
859,609.0000,797.0000
860,204.0000,608.0000
861,116.0000,518.0000
862,630.0000,176.0000
863,580.0000,857.0000
864,511.0000,876.0000
865,648.0000,860.0000
866,166.0000,673.0000
867,195.0000,515.0000
868,229.0000,766.0000
869,329.0000,264.0000
870,297.0000,806.0000
871,156.0000,591.0000
872,225.0000,529.0000
873,212.0000,544.0000
874,372.0000,173.0000
875,240.0000,611.0000
876,197.0000,657.0000
877,232.0000,609.0000
878,559.0000,100.0000
879,637.0000,196.0000
880,268.0000,500.0000
881,514.0000,890.0000
882,445.0000,146.0000
883,553.0000,908.0000
884,638.0000,151.0000
885,401.0000,731.0000
886,402.0000,905.0000
887,513.0000,923.0000
888,442.0000,757.0000
889,270.0000,478.0000
890,575.0000,829.0000
891,604.0000,751.0000
892,173.0000,298.0000
893,460.0000,261.0000
894,500.0000,207.0000
895,146.0000,655.0000
896,420.0000,907.0000
897,579.0000,227.0000
898,617.0000,918.0000
899,248.0000,779.0000
900,502.0000,915.0000
901,509.0000,747.0000
902,567.0000,870.0000
903,528.0000,852.0000
904,386.0000,267.0000
905,390.0000,847.0000
906,575.0000,760.0000
907,644.0000,772.0000
908,478.0000,867.0000
909,583.0000,236.0000
910,540.0000,193.0000
911,362.0000,162.0000
912,307.0000,822.0000
913,155.0000,495.0000
914,390.0000,777.0000
915,472.0000,875.0000
916,410.0000,240.0000
917,605.0000,113.0000
918,282.0000,852.0000
919,602.0000,250.0000
920,512.0000,910.0000
921,401.0000,146.0000
922,213.0000,667.0000
923,437.0000,806.0000
924,318.0000,701.0000
925,419.0000,789.0000
926,465.0000,882.0000
927,403.0000,866.0000
928,570.0000,898.0000
929,589.0000,870.0000
930,280.0000,215.0000
931,485.0000,222.0000
932,628.0000,114.0000
933,545.0000,924.0000
934,231.0000,794.0000
935,202.0000,621.0000
936,325.0000,262.0000
937,475.0000,910.0000
938,636.0000,896.0000
939,411.0000,860.0000
940,212.0000,733.0000
941,269.0000,550.0000
942,469.0000,796.0000
943,535.0000,103.0000
944,653.0000,330.0000
945,224.0000,388.0000
946,245.0000,530.0000
947,594.0000,275.0000
948,627.0000,922.0000
949,486.0000,847.0000
950,610.0000,193.0000
951,435.0000,773.0000
952,341.0000,822.0000
953,286.0000,647.0000
954,236.0000,504.0000
955,364.0000,339.0000
956,354.0000,873.0000
957,630.0000,222.0000
958,199.0000,752.0000
959,347.0000,893.0000
960,585.0000,779.0000
961,595.0000,282.0000
962,350.0000,226.0000
963,349.0000,253.0000
964,141.0000,389.0000
965,295.0000,513.0000
966,565.0000,134.0000
967,299.0000,513.0000
968,456.0000,238.0000
969,348.0000,240.0000
970,341.0000,830.0000
971,249.0000,304.0000
972,315.0000,752.0000
973,594.0000,931.0000
974,640.0000,822.0000
975,489.0000,220.0000
976,162.0000,656.0000
977,130.0000,469.0000
978,590.0000,251.0000
979,607.0000,200.0000
980,276.0000,234.0000
981,470.0000,810.0000
982,575.0000,936.0000
983,189.0000,259.0000
984,238.0000,427.0000
985,653.0000,176.0000
986,508.0000,767.0000
987,128.0000,628.0000
988,384.0000,731.0000
989,628.0000,271.0000
990,535.0000,170.0000
991,105.0000,530.0000
992,422.0000,882.0000
993,604.0000,137.0000
994,306.0000,679.0000
995,199.0000,554.0000
996,532.0000,815.0000
997,560.0000,794.0000
998,358.0000,366.0000
999,401.0000,278.0000
1000,578.0000,822.0000
1001,625.0000,110.0000
1002,540.0000,812.0000
1003,244.0000,708.0000
1004,169.0000,594.0000
1005,227.0000,215.0000
1006,303.0000,446.0000
1007,128.0000,603.0000
1008,308.0000,612.0000
1009,316.0000,265.0000
1010,434.0000,299.0000
1011,501.0000,270.0000
1012,266.0000,385.0000
1013,278.0000,429.0000
1014,340.0000,379.0000
1015,123.0000,419.0000
1016,616.0000,178.0000
1017,234.0000,573.0000
1018,371.0000,786.0000
1019,239.0000,411.0000
1020,588.0000,930.0000
1021,585.0000,148.0000
1022,305.0000,240.0000
1023,398.0000,248.0000
1024,350.0000,896.0000
1025,549.0000,744.0000
1026,260.0000,470.0000
1027,552.0000,293.0000
1028,277.0000,595.0000
1029,543.0000,741.0000
1030,272.0000,248.0000
1031,513.0000,262.0000
1032,313.0000,346.0000
1033,357.0000,240.0000
1034,217.0000,727.0000
1035,251.0000,592.0000
1036,253.0000,235.0000
1037,300.0000,489.0000
1038,282.0000,363.0000
1039,638.0000,848.0000
1040,387.0000,259.0000
1041,145.0000,416.0000
1042,274.0000,487.0000
1043,621.0000,235.0000
1044,434.0000,760.0000
1045,458.0000,231.0000
1046,343.0000,803.0000
1047,448.0000,114.0000
1048,286.0000,535.0000
1049,445.0000,734.0000
1050,251.0000,797.0000
1051,281.0000,758.0000
1052,197.0000,793.0000
1053,333.0000,782.0000
1054,456.0000,852.0000
1055,583.0000,739.0000
1056,101.0000,528.0000
1057,206.0000,527.0000
1058,251.0000,240.0000
1059,131.0000,405.0000
1060,481.0000,110.0000
1061,479.0000,255.0000
1062,469.0000,123.0000
1063,235.0000,313.0000
1064,662.0000,793.0000
1065,448.0000,808.0000
1066,447.0000,197.0000
1067,510.0000,782.0000
1068,662.0000,228.0000
1069,185.0000,408.0000
1070,233.0000,265.0000
1071,350.0000,860.0000
1072,310.0000,667.0000
1073,157.0000,318.0000
1074,642.0000,706.0000
1075,464.0000,933.0000
1076,268.0000,391.0000
1077,325.0000,639.0000
1078,290.0000,214.0000
1079,656.0000,278.0000
1080,219.0000,817.0000
1081,573.0000,859.0000
1082,281.0000,329.0000
1083,359.0000,907.0000
1084,273.0000,633.0000
1085,271.0000,718.0000
1086,206.0000,714.0000
1087,224.0000,662.0000
1088,234.0000,596.0000
1089,436.0000,797.0000
1090,498.0000,931.0000
1091,363.0000,862.0000
1092,326.0000,818.0000
1093,554.0000,218.0000
1094,186.0000,521.0000
1095,441.0000,785.0000
1096,374.0000,689.0000
1097,458.0000,750.0000
1098,617.0000,904.0000
1099,352.0000,221.0000
1100,335.0000,723.0000
1101,252.0000,662.0000
1102,167.0000,335.0000
1103,128.0000,515.0000
1104,138.0000,552.0000
1105,616.0000,810.0000
1106,540.0000,141.0000
1107,382.0000,863.0000
1108,279.0000,737.0000
1109,438.0000,201.0000
1110,605.0000,835.0000
1111,203.0000,658.0000
1112,648.0000,735.0000
1113,175.0000,351.0000
1114,286.0000,360.0000
1115,188.0000,707.0000
1116,343.0000,676.0000
1117,142.0000,670.0000
1118,618.0000,787.0000
1119,616.0000,228.0000
1120,318.0000,248.0000
1121,284.0000,236.0000
1122,225.0000,322.0000
1123,542.0000,934.0000
1124,305.0000,766.0000
1125,530.0000,834.0000
1126,660.0000,302.0000
1127,137.0000,546.0000
1128,218.0000,619.0000
1129,452.0000,306.0000
1130,501.0000,796.0000
1131,651.0000,313.0000
1132,139.0000,520.0000
1133,360.0000,199.0000
1134,317.0000,821.0000
1135,224.0000,283.0000
1136,410.0000,234.0000
1137,478.0000,755.0000
1138,176.0000,389.0000
1139,408.0000,883.0000
1140,164.0000,490.0000
1141,620.0000,930.0000
1142,351.0000,748.0000
1143,492.0000,289.0000
1144,550.0000,768.0000
1145,438.0000,290.0000
1146,486.0000,203.0000
1147,300.0000,243.0000
1148,499.0000,220.0000
1149,193.0000,716.0000
1150,104.0000,463.0000
1151,421.0000,240.0000
1152,206.0000,509.0000
