ID,X,Y
322,393.0000,614.0000
323,526.0000,505.0000
324,439.0000,663.0000
325,472.0000,686.0000
326,359.0000,632.0000
327,432.0000,684.0000
328,505.0000,515.0000
329,550.0000,566.0000
330,369.0000,602.0000
331,644.0000,627.0000
332,530.0000,642.0000
333,635.0000,566.0000
334,654.0000,556.0000
335,503.0000,507.0000
336,646.0000,532.0000
337,565.0000,562.0000
338,586.0000,599.0000
339,471.0000,583.0000
340,695.0000,588.0000
341,384.0000,652.0000
342,453.0000,698.0000
343,677.0000,563.0000
344,386.0000,557.0000
345,442.0000,594.0000
346,586.0000,670.0000
347,426.0000,589.0000
348,567.0000,627.0000
349,619.0000,687.0000
350,446.0000,522.0000
351,390.0000,558.0000
352,463.0000,524.0000
353,543.0000,676.0000
354,340.0000,560.0000
355,588.0000,626.0000
356,654.0000,577.0000
357,688.0000,502.0000
358,479.0000,597.0000
359,524.0000,708.0000
360,413.0000,578.0000
361,483.0000,650.0000
362,470.0000,680.0000
363,652.0000,581.0000
364,682.0000,583.0000
365,701.0000,595.0000
366,489.0000,544.0000
367,579.0000,661.0000
368,347.0000,548.0000
369,515.0000,619.0000
370,514.0000,512.0000
371,684.0000,573.0000
372,395.0000,597.0000
373,490.0000,557.0000
374,384.0000,509.0000
375,495.0000,554.0000
376,698.0000,536.0000
377,448.0000,699.0000
378,347.0000,520.0000
379,398.0000,667.0000
380,612.0000,628.0000
381,469.0000,664.0000
382,548.0000,672.0000
383,366.0000,560.0000
384,370.0000,525.0000
385,543.0000,557.0000
386,340.0000,564.0000
387,438.0000,590.0000
388,529.0000,667.0000
389,456.0000,550.0000
390,576.0000,597.0000
391,580.0000,545.0000
392,601.0000,599.0000
393,352.0000,565.0000
394,498.0000,511.0000
395,395.0000,657.0000
396,503.0000,711.0000
397,334.0000,556.0000
398,527.0000,548.0000
399,625.0000,532.0000
400,333.0000,518.0000
401,622.0000,620.0000
402,611.0000,520.0000
403,659.0000,507.0000
404,535.0000,687.0000
405,450.0000,571.0000
406,425.0000,641.0000
407,584.0000,632.0000
408,638.0000,645.0000
409,496.0000,627.0000
410,666.0000,645.0000
411,404.0000,638.0000
412,574.0000,560.0000
413,618.0000,557.0000
414,525.0000,519.0000
415,464.0000,649.0000
416,467.0000,704.0000
417,565.0000,675.0000
418,681.0000,506.0000
419,447.0000,691.0000
420,519.0000,674.0000
421,531.0000,634.0000
422,447.0000,549.0000
423,423.0000,645.0000
424,511.0000,655.0000
425,697.0000,554.0000
426,702.0000,513.0000
427,539.0000,565.0000
428,685.0000,527.0000
429,702.0000,543.0000
430,462.0000,515.0000
431,551.0000,616.0000
432,587.0000,664.0000
433,635.0000,532.0000
434,417.0000,554.0000
435,456.0000,562.0000
436,522.0000,620.0000
437,386.0000,643.0000
438,624.0000,652.0000
439,385.0000,607.0000
440,339.0000,520.0000
441,525.0000,696.0000
442,575.0000,640.0000
443,402.0000,516.0000
444,449.0000,536.0000
445,596.0000,545.0000
446,389.0000,569.0000
447,341.0000,599.0000
448,472.0000,572.0000
449,348.0000,525.0000
450,623.0000,641.0000
451,362.0000,533.0000
452,665.0000,533.0000
453,581.0000,587.0000
454,545.0000,606.0000
455,570.0000,604.0000
456,489.0000,668.0000
457,428.0000,694.0000
458,368.0000,551.0000
459,637.0000,598.0000
460,482.0000,541.0000
461,674.0000,570.0000
462,427.0000,612.0000
463,592.0000,596.0000
464,421.0000,540.0000
465,512.0000,633.0000
466,598.0000,529.0000
467,513.0000,598.0000
468,485.0000,573.0000
469,604.0000,519.0000
470,404.0000,630.0000
471,374.0000,560.0000
472,555.0000,647.0000
473,361.0000,520.0000
474,345.0000,601.0000
475,396.0000,648.0000
476,616.0000,534.0000
477,554.0000,693.0000
478,574.0000,541.0000
479,503.0000,581.0000
480,608.0000,552.0000
481,687.0000,506.0000
482,507.0000,692.0000
483,562.0000,543.0000
484,584.0000,553.0000
485,425.0000,631.0000
486,390.0000,662.0000
487,356.0000,532.0000
488,425.0000,571.0000
489,452.0000,554.0000
490,365.0000,589.0000
491,580.0000,562.0000
492,597.0000,632.0000
493,515.0000,546.0000
494,704.0000,552.0000
495,466.0000,655.0000
496,395.0000,503.0000
497,534.0000,596.0000
498,364.0000,633.0000
499,646.0000,545.0000
500,493.0000,506.0000
501,697.0000,575.0000
502,575.0000,634.0000
503,508.0000,696.0000
504,482.0000,601.0000
505,382.0000,616.0000
506,392.0000,543.0000
507,613.0000,674.0000
508,667.0000,552.0000
509,529.0000,510.0000
510,370.0000,534.0000
511,676.0000,611.0000
512,374.0000,533.0000
513,509.0000,643.0000
514,358.0000,623.0000
515,508.0000,701.0000
516,532.0000,659.0000
517,622.0000,549.0000
518,503.0000,557.0000
519,531.0000,589.0000
520,491.0000,640.0000
521,629.0000,512.0000
522,593.0000,603.0000
523,376.0000,650.0000
524,638.0000,576.0000
525,505.0000,676.0000
526,651.0000,629.0000
527,635.0000,554.0000
528,433.0000,627.0000
529,594.0000,586.0000
530,654.0000,647.0000
531,509.0000,519.0000
532,506.0000,548.0000
533,715.0000,503.0000
534,610.0000,582.0000
535,552.0000,652.0000
536,708.0000,573.0000
537,553.0000,543.0000
538,602.0000,511.0000
539,552.0000,547.0000
540,713.0000,525.0000
541,632.0000,575.0000
542,417.0000,596.0000
543,534.0000,555.0000
544,568.0000,518.0000
545,442.0000,562.0000
546,356.0000,508.0000
547,553.0000,556.0000
548,631.0000,569.0000
549,654.0000,643.0000
550,616.0000,566.0000
551,381.0000,624.0000
552,633.0000,639.0000
553,614.0000,681.0000
554,587.0000,517.0000
555,448.0000,565.0000
556,647.0000,661.0000
557,540.0000,618.0000
558,627.0000,599.0000
559,461.0000,617.0000
560,645.0000,654.0000
561,430.0000,656.0000
562,563.0000,695.0000
563,403.0000,586.0000
564,492.0000,707.0000
565,513.0000,552.0000
566,455.0000,568.0000
567,467.0000,545.0000
568,703.0000,518.0000
569,704.0000,532.0000
570,413.0000,618.0000
571,501.0000,664.0000
572,597.0000,641.0000
573,624.0000,687.0000
574,502.0000,638.0000
575,676.0000,594.0000
576,462.0000,552.0000
577,689.0000,557.0000
578,547.0000,581.0000
579,427.0000,649.0000
580,393.0000,641.0000
581,664.0000,520.0000
582,589.0000,619.0000
583,661.0000,568.0000
584,511.0000,531.0000
585,677.0000,528.0000
586,478.0000,565.0000
587,362.0000,577.0000
588,596.0000,658.0000
589,557.0000,615.0000
590,582.0000,701.0000
591,459.0000,577.0000
592,618.0000,663.0000
593,535.0000,528.0000
594,498.0000,579.0000
595,439.0000,507.0000
596,605.0000,535.0000
597,432.0000,609.0000
598,575.0000,658.0000
599,611.0000,596.0000
600,528.0000,671.0000
601,694.0000,825.0000
602,598.0000,754.0000
603,277.0000,596.0000
604,608.0000,803.0000
605,687.0000,834.0000
606,266.0000,525.0000
607,714.0000,761.0000
608,182.0000,577.0000
609,671.0000,850.0000
610,392.0000,797.0000
611,243.0000,621.0000
612,263.0000,504.0000
613,171.0000,564.0000
614,335.0000,811.0000
615,219.0000,636.0000
616,655.0000,773.0000
617,725.0000,672.0000
618,270.0000,715.0000
619,586.0000,863.0000
620,309.0000,644.0000
621,326.0000,769.0000
622,513.0000,762.0000
623,215.0000,607.0000
624,459.0000,798.0000
625,297.0000,810.0000
626,537.0000,799.0000
627,348.0000,735.0000
628,318.0000,680.0000
629,359.0000,706.0000
630,644.0000,739.0000
631,170.0000,508.0000
632,226.0000,613.0000
633,683.0000,674.0000
634,188.0000,592.0000
635,557.0000,758.0000
636,259.0000,512.0000
637,210.0000,659.0000
638,304.0000,650.0000
639,618.0000,764.0000
640,294.0000,741.0000
641,663.0000,809.0000
642,260.0000,737.0000
643,324.0000,820.0000
644,455.0000,868.0000
645,584.0000,790.0000
646,193.0000,624.0000
647,559.0000,863.0000
648,197.0000,623.0000
649,727.0000,681.0000
650,196.0000,510.0000
651,443.0000,792.0000
652,324.0000,679.0000
653,647.0000,727.0000
654,284.0000,552.0000
655,270.0000,779.0000
656,282.0000,778.0000
657,253.0000,679.0000
658,178.0000,638.0000
659,272.0000,595.0000
660,622.0000,730.0000
661,318.0000,669.0000
662,481.0000,840.0000
663,351.0000,698.0000
664,207.0000,639.0000
665,559.0000,831.0000
666,464.0000,812.0000
667,457.0000,759.0000
668,333.0000,720.0000
669,379.0000,755.0000
670,205.0000,529.0000
671,277.0000,746.0000
672,235.0000,662.0000
673,514.0000,741.0000
674,473.0000,807.0000
675,190.0000,638.0000
676,403.0000,713.0000
677,403.0000,862.0000
678,641.0000,839.0000
679,227.0000,725.0000
680,515.0000,747.0000
681,268.0000,658.0000
682,617.0000,817.0000
683,340.0000,789.0000
684,443.0000,830.0000
685,582.0000,837.0000
686,277.0000,765.0000
687,669.0000,690.0000
688,251.0000,585.0000
689,205.0000,578.0000
690,585.0000,782.0000
691,271.0000,550.0000
692,306.0000,762.0000
693,532.0000,838.0000
694,230.0000,582.0000
695,268.0000,695.0000
696,336.0000,702.0000
697,168.0000,558.0000
698,661.0000,849.0000
699,701.0000,663.0000
700,349.0000,712.0000
701,303.0000,554.0000
702,719.0000,802.0000
703,339.0000,685.0000
704,308.0000,747.0000
705,365.0000,846.0000
706,733.0000,683.0000
707,222.0000,517.0000
708,512.0000,861.0000
709,452.0000,797.0000
710,606.0000,772.0000
711,488.0000,780.0000
712,316.0000,764.0000
713,484.0000,850.0000
714,454.0000,739.0000
715,187.0000,583.0000
716,319.0000,809.0000
717,719.0000,751.0000
718,341.0000,776.0000
719,272.0000,759.0000
720,310.0000,591.0000
721,160.0000,539.0000
722,457.0000,763.0000
723,552.0000,764.0000
724,485.0000,872.0000
725,200.0000,697.0000
726,326.0000,806.0000
727,220.0000,575.0000
728,731.0000,675.0000
729,298.0000,517.0000
730,261.0000,672.0000
731,280.0000,637.0000
732,702.0000,834.0000
733,647.0000,780.0000
734,318.0000,618.0000
735,263.0000,518.0000
736,533.0000,776.0000
737,469.0000,817.0000
738,466.0000,869.0000
739,312.0000,693.0000
740,251.0000,548.0000
741,529.0000,790.0000
742,594.0000,856.0000
743,241.0000,718.0000
744,472.0000,756.0000
745,427.0000,740.0000
746,197.0000,593.0000
747,701.0000,716.0000
748,603.0000,868.0000
749,284.0000,771.0000
750,351.0000,796.0000
751,383.0000,838.0000
752,181.0000,601.0000
753,621.0000,827.0000
754,564.0000,877.0000
755,556.0000,852.0000
756,186.0000,617.0000
757,701.0000,673.0000
758,251.0000,737.0000
759,225.0000,625.0000
760,623.0000,798.0000
761,205.0000,700.0000
762,657.0000,724.0000
763,257.0000,629.0000
764,442.0000,756.0000
765,569.0000,852.0000
766,631.0000,718.0000
767,191.0000,677.0000
768,270.0000,628.0000
769,245.0000,658.0000
770,614.0000,764.0000
771,309.0000,701.0000
772,603.0000,864.0000
773,379.0000,795.0000
774,652.0000,726.0000
775,594.0000,762.0000
776,695.0000,796.0000
777,210.0000,534.0000
778,680.0000,720.0000
779,550.0000,800.0000
780,686.0000,684.0000
781,649.0000,734.0000
782,586.0000,879.0000
783,399.0000,842.0000
784,735.0000,703.0000
785,191.0000,649.0000
786,167.0000,518.0000
787,714.0000,675.0000
788,739.0000,597.0000
789,221.0000,565.0000
790,631.0000,730.0000
791,632.0000,759.0000
792,266.0000,553.0000
793,321.0000,746.0000
794,466.0000,841.0000
795,218.0000,665.0000
796,303.0000,596.0000
797,298.0000,597.0000
798,508.0000,763.0000
799,170.0000,574.0000
800,224.0000,507.0000
801,297.0000,621.0000
802,163.0000,584.0000
803,487.0000,864.0000
804,615.0000,729.0000
805,253.0000,743.0000
806,495.0000,757.0000
807,156.0000,541.0000
808,511.0000,758.0000
809,483.0000,800.0000
810,742.0000,772.0000
811,502.0000,862.0000
812,353.0000,842.0000
813,701.0000,692.0000
814,212.0000,714.0000
815,633.0000,838.0000
816,577.0000,801.0000
817,454.0000,732.0000
818,216.0000,719.0000
819,226.0000,582.0000
820,727.0000,647.0000
821,219.0000,547.0000
822,470.0000,842.0000
823,595.0000,808.0000
824,660.0000,694.0000
825,465.0000,737.0000
826,334.0000,683.0000
827,209.0000,513.0000
828,303.0000,578.0000
829,588.0000,825.0000
830,313.0000,620.0000
831,240.0000,713.0000
832,259.0000,742.0000
833,564.0000,851.0000
834,307.0000,794.0000
835,464.0000,833.0000
836,633.0000,815.0000
837,660.0000,838.0000
838,231.0000,631.0000
839,188.0000,607.0000
840,578.0000,752.0000
841,230.0000,648.0000
842,311.0000,807.0000
843,643.0000,860.0000
844,193.0000,605.0000
845,508.0000,845.0000
846,361.0000,792.0000
847,219.0000,690.0000
848,356.0000,749.0000
849,359.0000,684.0000
850,498.0000,851.0000
851,279.0000,711.0000
852,373.0000,797.0000
853,499.0000,798.0000
854,395.0000,731.0000
855,371.0000,821.0000
856,309.0000,803.0000
857,697.0000,740.0000
858,298.0000,585.0000
859,612.0000,871.0000
860,337.0000,782.0000
861,280.0000,502.0000
862,343.0000,664.0000
863,319.0000,696.0000
864,244.0000,758.0000
865,741.0000,542.0000
866,294.0000,698.0000
867,318.0000,735.0000
868,311.0000,598.0000
869,386.0000,801.0000
870,729.0000,730.0000
871,221.0000,527.0000
872,449.0000,860.0000
873,680.0000,758.0000
874,241.0000,536.0000
875,246.0000,652.0000
876,661.0000,796.0000
877,418.0000,762.0000
878,218.0000,532.0000
879,742.0000,571.0000
880,296.0000,777.0000
881,298.0000,606.0000
882,357.0000,734.0000
883,480.0000,877.0000
884,369.0000,725.0000
885,393.0000,712.0000
886,170.0000,554.0000
887,452.0000,817.0000
888,660.0000,775.0000
889,432.0000,753.0000
890,289.0000,529.0000
891,278.0000,602.0000
892,348.0000,804.0000
893,706.0000,722.0000
894,301.0000,770.0000
895,232.0000,699.0000
896,555.0000,767.0000
897,689.0000,772.0000
898,627.0000,768.0000
899,285.0000,530.0000
900,652.0000,848.0000
901,647.0000,825.0000
902,274.0000,779.0000
903,335.0000,765.0000
904,732.0000,690.0000
905,508.0000,790.0000
906,427.0000,771.0000
907,164.0000,592.0000
908,625.0000,813.0000
909,543.0000,844.0000
910,190.0000,509.0000
911,341.0000,829.0000
912,613.0000,836.0000
913,430.0000,854.0000
914,325.0000,632.0000
915,257.0000,555.0000
916,520.0000,816.0000
917,420.0000,848.0000
918,198.0000,571.0000
919,429.0000,800.0000
920,245.0000,733.0000
921,323.0000,826.0000
922,275.0000,729.0000
923,240.0000,517.0000
924,249.0000,527.0000
925,375.0000,719.0000
926,604.0000,726.0000
927,320.0000,778.0000
928,742.0000,527.0000
929,217.0000,513.0000
930,697.0000,691.0000
931,261.0000,664.0000
932,287.0000,732.0000
933,182.0000,511.0000
934,199.0000,656.0000
935,577.0000,868.0000
936,645.0000,712.0000
937,469.0000,854.0000
938,266.0000,755.0000
939,380.0000,707.0000
940,342.0000,758.0000
941,327.0000,708.0000
942,635.0000,710.0000
943,694.0000,770.0000
944,253.0000,623.0000
945,384.0000,698.0000
946,592.0000,789.0000
947,338.0000,835.0000
948,212.0000,616.0000
949,468.0000,792.0000
950,658.0000,858.0000
951,697.0000,725.0000
952,319.0000,651.0000
953,570.0000,790.0000
954,524.0000,881.0000
955,440.0000,728.0000
956,605.0000,820.0000
957,290.0000,631.0000
958,193.0000,628.0000
959,522.0000,781.0000
960,740.0000,546.0000
961,538.0000,768.0000
962,667.0000,787.0000
963,312.0000,675.0000
964,275.0000,514.0000
965,546.0000,876.0000
966,673.0000,790.0000
967,280.0000,562.0000
968,375.0000,710.0000
969,531.0000,750.0000
970,619.0000,868.0000
971,542.0000,739.0000
972,361.0000,841.0000
973,672.0000,738.0000
974,184.0000,604.0000
975,249.0000,765.0000
976,689.0000,755.0000
977,279.0000,653.0000
978,482.0000,827.0000
979,408.0000,796.0000
980,626.0000,732.0000
981,607.0000,763.0000
982,401.0000,820.0000
983,289.0000,724.0000
984,624.0000,784.0000
985,712.0000,643.0000
986,387.0000,822.0000
987,346.0000,720.0000
988,253.0000,731.0000
989,173.0000,604.0000
990,516.0000,833.0000
991,534.0000,803.0000
992,726.0000,689.0000
993,482.0000,754.0000
994,539.0000,795.0000
995,471.0000,863.0000
996,662.0000,824.0000
997,723.0000,757.0000
998,495.0000,808.0000
999,175.0000,588.0000
1000,637.0000,853.0000
1001,440.0000,738.0000
1002,613.0000,858.0000
1003,597.0000,788.0000
1004,383.0000,783.0000
1005,643.0000,779.0000
1006,301.0000,642.0000
1007,545.0000,794.0000
1008,162.0000,535.0000
1009,537.0000,814.0000
1010,532.0000,816.0000
1011,445.0000,764.0000
1012,318.0000,717.0000
1013,567.0000,847.0000
1014,496.0000,787.0000
1015,250.0000,512.0000
1016,488.0000,751.0000
1017,564.0000,762.0000
1018,631.0000,763.0000
1019,539.0000,804.0000
1020,411.0000,749.0000
1021,666.0000,830.0000
1022,673.0000,778.0000
1023,709.0000,650.0000
1024,329.0000,658.0000
1025,179.0000,502.0000
1026,267.0000,682.0000
1027,548.0000,766.0000
1028,575.0000,807.0000
1029,325.0000,628.0000
1030,693.0000,734.0000
1031,685.0000,785.0000
1032,361.0000,676.0000
1033,255.0000,719.0000
1034,448.0000,799.0000
1035,247.0000,516.0000
1036,368.0000,679.0000
1037,363.0000,747.0000
1038,660.0000,746.0000
1039,178.0000,525.0000
1040,460.0000,871.0000
1041,168.0000,599.0000
1042,216.0000,560.0000
1043,669.0000,779.0000
1044,681.0000,817.0000
1045,590.0000,781.0000
1046,654.0000,695.0000
1047,696.0000,758.0000
1048,237.0000,709.0000
1049,218.0000,556.0000
1050,485.0000,806.0000
1051,336.0000,797.0000
1052,186.0000,657.0000
1053,165.0000,563.0000
1054,254.0000,667.0000
1055,203.0000,506.0000
1056,674.0000,803.0000
1057,714.0000,795.0000
1058,685.0000,666.0000
1059,372.0000,782.0000
1060,599.0000,750.0000
1061,361.0000,826.0000
1062,634.0000,801.0000
1063,436.0000,727.0000
1064,312.0000,740.0000
1065,230.0000,737.0000
1066,195.0000,588.0000
1067,318.0000,790.0000
1068,202.0000,551.0000
1069,469.0000,872.0000
1070,716.0000,651.0000
1071,305.0000,710.0000
1072,674.0000,687.0000
1073,316.0000,721.0000
1074,429.0000,833.0000
1075,720.0000,692.0000
1076,620.0000,783.0000
1077,730.0000,720.0000
1078,495.0000,844.0000
1079,477.0000,822.0000
1080,723.0000,774.0000
1081,699.0000,804.0000
1082,280.0000,647.0000
1083,376.0000,840.0000
1084,223.0000,569.0000
1085,567.0000,822.0000
1086,543.0000,840.0000
1087,625.0000,802.0000
1088,466.0000,763.0000
1089,256.0000,602.0000
1090,712.0000,724.0000
1091,240.0000,553.0000
1092,179.0000,644.0000
1093,207.0000,684.0000
1094,325.0000,755.0000
1095,725.0000,818.0000
1096,291.0000,511.0000
1097,673.0000,702.0000
1098,366.0000,851.0000
1099,259.0000,531.0000
1100,610.0000,768.0000
1101,635.0000,864.0000
1102,718.0000,779.0000
1103,625.0000,720.0000
1104,459.0000,805.0000
1105,276.0000,753.0000
1106,656.0000,734.0000
1107,595.0000,797.0000
1108,573.0000,740.0000
1109,497.0000,817.0000
1110,298.0000,752.0000
1111,732.0000,795.0000
1112,413.0000,832.0000
1113,554.0000,813.0000
1114,469.0000,739.0000
1115,275.0000,632.0000
1116,201.0000,535.0000
1117,254.0000,593.0000
1118,313.0000,745.0000
1119,289.0000,655.0000
1120,687.0000,803.0000
1121,211.0000,652.0000
1122,506.0000,806.0000
1123,297.0000,684.0000
1124,601.0000,819.0000
1125,189.0000,535.0000
1126,436.0000,874.0000
1127,508.0000,794.0000
1128,718.0000,626.0000
1129,703.0000,696.0000
1130,409.0000,788.0000
1131,688.0000,678.0000
1132,237.0000,730.0000
1133,690.0000,742.0000
1134,300.0000,668.0000
1135,254.0000,688.0000
1136,301.0000,511.0000
1137,226.0000,629.0000
1138,311.0000,679.0000
1139,561.0000,787.0000
1140,309.0000,689.0000
1141,739.0000,748.0000
1142,411.0000,856.0000
1143,246.0000,553.0000
1144,536.0000,882.0000
1145,556.0000,817.0000
1146,239.0000,682.0000
1147,444.0000,747.0000
1148,708.0000,676.0000
1149,580.0000,793.0000
1150,726.0000,793.0000
1151,565.0000,839.0000
1152,305.0000,587.0000
