ID,X,Y
140,554.0000,435.0000
141,674.0000,481.0000
142,574.0000,403.0000
143,399.0000,653.0000
144,505.0000,368.0000
145,544.0000,454.0000
146,478.0000,356.0000
147,460.0000,612.0000
148,548.0000,605.0000
149,418.0000,371.0000
150,672.0000,495.0000
151,436.0000,617.0000
152,578.0000,535.0000
153,535.0000,592.0000
154,517.0000,507.0000
155,450.0000,478.0000
156,580.0000,545.0000
157,547.0000,468.0000
158,423.0000,433.0000
159,601.0000,410.0000
160,458.0000,582.0000
161,596.0000,360.0000
162,347.0000,546.0000
163,589.0000,481.0000
164,473.0000,464.0000
165,582.0000,599.0000
166,561.0000,692.0000
167,474.0000,368.0000
168,597.0000,627.0000
169,365.0000,519.0000
170,649.0000,431.0000
171,553.0000,363.0000
172,560.0000,658.0000
173,634.0000,415.0000
174,487.0000,489.0000
175,638.0000,485.0000
176,451.0000,468.0000
177,350.0000,494.0000
178,361.0000,438.0000
179,568.0000,365.0000
180,665.0000,575.0000
181,487.0000,607.0000
182,614.0000,461.0000
183,554.0000,678.0000
184,630.0000,490.0000
185,690.0000,464.0000
186,534.0000,394.0000
187,560.0000,399.0000
188,571.0000,385.0000
189,495.0000,476.0000
190,355.0000,536.0000
191,547.0000,680.0000
192,532.0000,369.0000
193,513.0000,548.0000
194,541.0000,484.0000
195,610.0000,507.0000
196,558.0000,646.0000
197,539.0000,362.0000
198,593.0000,587.0000
199,642.0000,484.0000
200,380.0000,538.0000
201,487.0000,641.0000
202,456.0000,485.0000
203,375.0000,419.0000
204,542.0000,674.0000
205,648.0000,410.0000
206,618.0000,663.0000
207,481.0000,438.0000
208,677.0000,599.0000
209,638.0000,447.0000
210,535.0000,568.0000
211,504.0000,533.0000
212,457.0000,654.0000
213,570.0000,348.0000
214,624.0000,514.0000
215,548.0000,653.0000
216,438.0000,431.0000
217,393.0000,606.0000
218,547.0000,674.0000
219,654.0000,504.0000
220,452.0000,510.0000
221,362.0000,515.0000
222,586.0000,572.0000
223,642.0000,409.0000
224,440.0000,379.0000
225,375.0000,449.0000
226,676.0000,566.0000
227,564.0000,457.0000
228,587.0000,596.0000
229,614.0000,430.0000
230,622.0000,390.0000
231,525.0000,477.0000
232,663.0000,445.0000
233,565.0000,398.0000
234,520.0000,694.0000
235,495.0000,500.0000
236,613.0000,562.0000
237,485.0000,389.0000
238,594.0000,572.0000
239,561.0000,351.0000
240,500.0000,464.0000
241,556.0000,349.0000
242,533.0000,443.0000
243,460.0000,352.0000
244,482.0000,367.0000
245,471.0000,555.0000
246,528.0000,488.0000
247,661.0000,473.0000
248,361.0000,481.0000
249,680.0000,456.0000
250,525.0000,644.0000
251,619.0000,581.0000
252,481.0000,455.0000
253,654.0000,569.0000
254,630.0000,404.0000
255,432.0000,649.0000
256,675.0000,512.0000
257,560.0000,544.0000
258,404.0000,457.0000
259,414.0000,445.0000
260,456.0000,352.0000
261,425.0000,473.0000
262,592.0000,484.0000
263,346.0000,537.0000
264,572.0000,591.0000
265,399.0000,530.0000
266,365.0000,547.0000
267,596.0000,523.0000
268,417.0000,589.0000
269,629.0000,516.0000
270,493.0000,665.0000
271,473.0000,667.0000
272,446.0000,513.0000
273,483.0000,665.0000
274,656.0000,608.0000
275,608.0000,584.0000
276,568.0000,469.0000
277,649.0000,555.0000
278,494.0000,687.0000
279,687.0000,573.0000
280,526.0000,502.0000
281,460.0000,447.0000
282,529.0000,414.0000
283,344.0000,479.0000
284,544.0000,686.0000
285,673.0000,460.0000
286,661.0000,576.0000
287,568.0000,484.0000
288,533.0000,488.0000
289,488.0000,648.0000
290,596.0000,650.0000
291,397.0000,426.0000
292,603.0000,473.0000
293,650.0000,452.0000
294,461.0000,595.0000
295,414.0000,529.0000
296,534.0000,582.0000
297,586.0000,619.0000
298,412.0000,483.0000
299,446.0000,529.0000
300,539.0000,340.0000
301,621.0000,537.0000
302,395.0000,562.0000
303,487.0000,592.0000
304,501.0000,523.0000
305,403.0000,583.0000
306,571.0000,513.0000
307,648.0000,622.0000
308,381.0000,522.0000
309,526.0000,700.0000
310,683.0000,449.0000
311,578.0000,613.0000
312,573.0000,556.0000
313,572.0000,393.0000
314,531.0000,353.0000
315,429.0000,550.0000
316,556.0000,462.0000
317,481.0000,509.0000
318,652.0000,412.0000
319,450.0000,424.0000
320,438.0000,424.0000
321,483.0000,544.0000
322,469.0000,357.0000
323,623.0000,601.0000
324,492.0000,391.0000
325,613.0000,584.0000
326,414.0000,657.0000
327,391.0000,416.0000
328,445.0000,473.0000
329,342.0000,551.0000
330,580.0000,430.0000
331,480.0000,589.0000
332,411.0000,644.0000
333,502.0000,589.0000
334,405.0000,381.0000
335,505.0000,439.0000
336,389.0000,442.0000
337,382.0000,439.0000
338,397.0000,464.0000
339,587.0000,632.0000
340,435.0000,565.0000
341,659.0000,617.0000
342,552.0000,685.0000
343,532.0000,533.0000
344,549.0000,600.0000
345,537.0000,699.0000
346,527.0000,498.0000
347,504.0000,655.0000
348,630.0000,447.0000
349,528.0000,586.0000
350,425.0000,604.0000
351,388.0000,437.0000
352,520.0000,652.0000
353,571.0000,427.0000
354,612.0000,514.0000
355,424.0000,652.0000
356,433.0000,636.0000
357,482.0000,449.0000
358,443.0000,505.0000
359,397.0000,392.0000
360,554.0000,415.0000
361,608.0000,651.0000
362,539.0000,548.0000
363,485.0000,397.0000
364,523.0000,458.0000
365,659.0000,466.0000
366,496.0000,346.0000
367,398.0000,471.0000
368,462.0000,649.0000
369,438.0000,388.0000
370,381.0000,457.0000
371,515.0000,474.0000
372,407.0000,385.0000
373,441.0000,500.0000
374,699.0000,544.0000
375,528.0000,545.0000
376,433.0000,499.0000
377,566.0000,360.0000
378,673.0000,490.0000
379,384.0000,584.0000
380,628.0000,554.0000
381,572.0000,463.0000
382,569.0000,536.0000
383,424.0000,370.0000
384,528.0000,341.0000
385,635.0000,651.0000
386,450.0000,596.0000
387,456.0000,574.0000
388,454.0000,671.0000
389,646.0000,440.0000
390,621.0000,485.0000
391,496.0000,372.0000
392,526.0000,410.0000
393,378.0000,554.0000
394,544.0000,393.0000
395,529.0000,602.0000
396,624.0000,386.0000
397,662.0000,594.0000
398,509.0000,688.0000
399,491.0000,473.0000
400,570.0000,540.0000
401,538.0000,425.0000
402,468.0000,679.0000
403,554.0000,515.0000
404,455.0000,386.0000
405,395.0000,498.0000
406,451.0000,614.0000
407,424.0000,390.0000
408,366.0000,497.0000
409,649.0000,406.0000
410,625.0000,537.0000
411,490.0000,544.0000
412,473.0000,543.0000
413,388.0000,402.0000
414,517.0000,600.0000
415,504.0000,660.0000
416,488.0000,416.0000
417,574.0000,437.0000
418,420.0000,670.0000
419,521.0000,446.0000
420,534.0000,383.0000
421,655.0000,521.0000
422,432.0000,447.0000
423,651.0000,439.0000
424,442.0000,623.0000
425,603.0000,458.0000
426,541.0000,529.0000
427,495.0000,592.0000
428,528.0000,616.0000
429,477.0000,471.0000
430,352.0000,585.0000
431,395.0000,523.0000
432,427.0000,492.0000
433,637.0000,607.0000
434,663.0000,627.0000
435,652.0000,445.0000
436,573.0000,363.0000
437,600.0000,631.0000
438,649.0000,512.0000
439,391.0000,537.0000
440,547.0000,541.0000
441,554.0000,666.0000
442,436.0000,604.0000
443,472.0000,421.0000
444,520.0000,441.0000
445,645.0000,593.0000
446,502.0000,650.0000
447,536.0000,610.0000
448,453.0000,444.0000
449,653.0000,515.0000
450,519.0000,699.0000
451,499.0000,498.0000
452,479.0000,403.0000
453,511.0000,369.0000
454,527.0000,612.0000
455,513.0000,665.0000
456,464.0000,450.0000
457,422.0000,540.0000
458,568.0000,523.0000
459,509.0000,394.0000
460,538.0000,667.0000
461,465.0000,660.0000
462,558.0000,487.0000
463,580.0000,627.0000
464,449.0000,395.0000
465,427.0000,533.0000
466,435.0000,397.0000
467,424.0000,647.0000
468,603.0000,620.0000
469,367.0000,467.0000
470,449.0000,583.0000
471,416.0000,470.0000
472,404.0000,501.0000
473,529.0000,632.0000
474,547.0000,405.0000
475,536.0000,469.0000
476,602.0000,665.0000
477,658.0000,426.0000
478,515.0000,460.0000
479,504.0000,622.0000
480,412.0000,382.0000
481,695.0000,526.0000
482,522.0000,416.0000
483,408.0000,521.0000
484,632.0000,504.0000
485,591.0000,514.0000
486,600.0000,400.0000
487,425.0000,671.0000
488,436.0000,369.0000
489,358.0000,574.0000
490,644.0000,402.0000
491,468.0000,672.0000
492,589.0000,678.0000
493,512.0000,381.0000
494,667.0000,558.0000
495,441.0000,674.0000
496,428.0000,632.0000
497,672.0000,435.0000
498,515.0000,416.0000
499,649.0000,635.0000
500,649.0000,631.0000
501,635.0000,440.0000
502,437.0000,586.0000
503,610.0000,472.0000
504,381.0000,467.0000
505,434.0000,438.0000
506,433.0000,524.0000
507,667.0000,583.0000
508,629.0000,470.0000
509,474.0000,381.0000
510,524.0000,493.0000
511,479.0000,504.0000
512,408.0000,406.0000
513,557.0000,387.0000
514,359.0000,540.0000
515,660.0000,533.0000
516,565.0000,481.0000
517,609.0000,674.0000
518,494.0000,567.0000
519,509.0000,670.0000
520,352.0000,498.0000
521,638.0000,640.0000
522,537.0000,535.0000
523,371.0000,424.0000
524,413.0000,622.0000
525,405.0000,466.0000
526,410.0000,425.0000
527,453.0000,364.0000
528,595.0000,453.0000
529,563.0000,655.0000
530,393.0000,428.0000
531,685.0000,505.0000
532,452.0000,435.0000
533,415.0000,415.0000
534,605.0000,402.0000
535,519.0000,678.0000
536,464.0000,367.0000
537,513.0000,402.0000
538,604.0000,607.0000
539,529.0000,624.0000
540,442.0000,572.0000
541,470.0000,441.0000
542,516.0000,690.0000
543,670.0000,507.0000
544,651.0000,582.0000
545,486.0000,463.0000
546,565.0000,476.0000
547,512.0000,691.0000
548,554.0000,548.0000
549,600.0000,445.0000
550,560.0000,571.0000
551,563.0000,531.0000
552,486.0000,427.0000
553,542.0000,458.0000
554,635.0000,425.0000
555,547.0000,528.0000
556,500.0000,594.0000
557,592.0000,465.0000
558,571.0000,640.0000
559,483.0000,640.0000
560,441.0000,554.0000
561,451.0000,605.0000
562,501.0000,680.0000
563,563.0000,551.0000
564,565.0000,563.0000
565,383.0000,561.0000
566,590.0000,476.0000
567,581.0000,526.0000
568,447.0000,420.0000
569,621.0000,629.0000
570,530.0000,691.0000
571,668.0000,606.0000
572,408.0000,616.0000
573,687.0000,468.0000
574,353.0000,580.0000
575,381.0000,631.0000
576,468.0000,455.0000
577,539.0000,658.0000
578,689.0000,472.0000
579,474.0000,452.0000
580,520.0000,352.0000
581,645.0000,478.0000
582,644.0000,425.0000
583,501.0000,445.0000
584,660.0000,599.0000
585,427.0000,516.0000
586,638.0000,391.0000
587,605.0000,504.0000
588,404.0000,491.0000
589,595.0000,445.0000
590,462.0000,641.0000
591,593.0000,403.0000
592,533.0000,345.0000
593,489.0000,449.0000
594,495.0000,404.0000
595,503.0000,453.0000
596,487.0000,658.0000
597,690.0000,543.0000
598,550.0000,447.0000
599,598.0000,505.0000
600,643.0000,539.0000
601,720.0000,379.0000
602,654.0000,717.0000
603,253.0000,492.0000
604,273.0000,543.0000
605,465.0000,261.0000
606,348.0000,739.0000
607,600.0000,277.0000
608,556.0000,758.0000
609,773.0000,518.0000
610,344.0000,640.0000
611,301.0000,597.0000
612,709.0000,341.0000
613,386.0000,304.0000
614,376.0000,737.0000
615,522.0000,305.0000
616,422.0000,740.0000
617,776.0000,412.0000
618,700.0000,746.0000
619,366.0000,329.0000
620,270.0000,498.0000
621,812.0000,455.0000
622,305.0000,401.0000
623,234.0000,549.0000
624,367.0000,764.0000
625,337.0000,412.0000
626,797.0000,485.0000
627,396.0000,759.0000
628,343.0000,283.0000
629,563.0000,271.0000
630,467.0000,775.0000
631,593.0000,330.0000
632,353.0000,347.0000
633,466.0000,749.0000
634,728.0000,634.0000
635,751.0000,675.0000
636,369.0000,267.0000
637,539.0000,242.0000
638,552.0000,742.0000
639,254.0000,488.0000
640,577.0000,269.0000
641,435.0000,235.0000
642,738.0000,439.0000
643,279.0000,468.0000
644,286.0000,539.0000
645,624.0000,748.0000
646,816.0000,444.0000
647,784.0000,442.0000
648,746.0000,353.0000
649,600.0000,792.0000
650,371.0000,674.0000
651,762.0000,336.0000
652,772.0000,395.0000
653,607.0000,316.0000
654,296.0000,554.0000
655,580.0000,239.0000
656,758.0000,402.0000
657,574.0000,272.0000
658,632.0000,276.0000
659,470.0000,319.0000
660,318.0000,610.0000
661,342.0000,647.0000
662,759.0000,549.0000
663,470.0000,748.0000
664,299.0000,421.0000
665,296.0000,311.0000
666,496.0000,731.0000
667,374.0000,325.0000
668,426.0000,239.0000
669,258.0000,475.0000
670,748.0000,644.0000
671,329.0000,297.0000
672,693.0000,647.0000
673,654.0000,296.0000
674,791.0000,654.0000
675,678.0000,301.0000
676,333.0000,326.0000
677,774.0000,668.0000
678,323.0000,461.0000
679,378.0000,306.0000
680,270.0000,640.0000
681,381.0000,262.0000
682,318.0000,312.0000
683,745.0000,685.0000
684,719.0000,583.0000
685,275.0000,527.0000
686,751.0000,438.0000
687,611.0000,309.0000
688,746.0000,387.0000
689,773.0000,378.0000
690,672.0000,697.0000
691,770.0000,414.0000
692,473.0000,796.0000
693,813.0000,606.0000
694,790.0000,588.0000
695,388.0000,324.0000
696,534.0000,766.0000
697,321.0000,714.0000
698,435.0000,251.0000
699,309.0000,540.0000
700,708.0000,648.0000
701,633.0000,332.0000
702,521.0000,217.0000
703,280.0000,385.0000
704,763.0000,416.0000
705,348.0000,712.0000
706,465.0000,298.0000
707,431.0000,750.0000
708,379.0000,715.0000
709,744.0000,649.0000
710,317.0000,717.0000
711,225.0000,502.0000
712,602.0000,729.0000
713,685.0000,662.0000
714,505.0000,231.0000
715,292.0000,356.0000
716,722.0000,691.0000
717,724.0000,304.0000
718,315.0000,516.0000
719,559.0000,294.0000
720,670.0000,756.0000
721,705.0000,431.0000
722,272.0000,660.0000
723,359.0000,353.0000
724,502.0000,737.0000
725,527.0000,262.0000
726,474.0000,727.0000
727,225.0000,536.0000
728,458.0000,251.0000
729,274.0000,702.0000
730,655.0000,677.0000
731,245.0000,465.0000
732,646.0000,278.0000
733,563.0000,743.0000
734,360.0000,348.0000
735,339.0000,640.0000
736,789.0000,593.0000
737,587.0000,818.0000
738,316.0000,350.0000
739,688.0000,687.0000
740,456.0000,233.0000
741,672.0000,722.0000
742,654.0000,327.0000
743,746.0000,413.0000
744,644.0000,734.0000
745,242.0000,408.0000
746,779.0000,503.0000
747,778.0000,478.0000
748,686.0000,331.0000
749,717.0000,400.0000
750,745.0000,502.0000
751,535.0000,283.0000
752,383.0000,339.0000
753,324.0000,614.0000
754,269.0000,384.0000
755,439.0000,793.0000
756,362.0000,309.0000
757,508.0000,300.0000
758,454.0000,327.0000
759,350.0000,632.0000
760,369.0000,274.0000
761,352.0000,728.0000
762,693.0000,701.0000
763,703.0000,651.0000
764,774.0000,464.0000
765,779.0000,596.0000
766,807.0000,620.0000
767,356.0000,702.0000
768,637.0000,326.0000
769,540.0000,249.0000
770,775.0000,601.0000
771,511.0000,734.0000
772,747.0000,708.0000
773,482.0000,262.0000
774,507.0000,766.0000
775,805.0000,440.0000
776,328.0000,587.0000
777,395.0000,325.0000
778,338.0000,763.0000
779,405.0000,713.0000
780,250.0000,476.0000
781,728.0000,745.0000
782,302.0000,575.0000
783,760.0000,387.0000
784,272.0000,624.0000
785,416.0000,323.0000
786,616.0000,260.0000
787,449.0000,772.0000
788,499.0000,273.0000
789,632.0000,281.0000
790,703.0000,729.0000
791,737.0000,539.0000
792,234.0000,610.0000
793,337.0000,711.0000
794,315.0000,418.0000
795,306.0000,514.0000
796,612.0000,269.0000
797,733.0000,625.0000
798,229.0000,508.0000
799,695.0000,316.0000
800,420.0000,295.0000
801,731.0000,688.0000
802,669.0000,676.0000
803,665.0000,347.0000
804,312.0000,568.0000
805,694.0000,732.0000
806,473.0000,745.0000
807,819.0000,549.0000
808,468.0000,740.0000
809,280.0000,619.0000
810,286.0000,423.0000
811,821.0000,511.0000
812,722.0000,414.0000
813,255.0000,536.0000
814,248.0000,419.0000
815,662.0000,373.0000
816,604.0000,278.0000
817,314.0000,412.0000
818,733.0000,376.0000
819,691.0000,315.0000
820,386.0000,775.0000
821,768.0000,420.0000
822,529.0000,801.0000
823,425.0000,735.0000
824,443.0000,288.0000
825,760.0000,507.0000
826,218.0000,525.0000
827,740.0000,667.0000
828,764.0000,387.0000
829,760.0000,593.0000
830,757.0000,539.0000
831,516.0000,220.0000
832,544.0000,293.0000
833,661.0000,742.0000
834,318.0000,375.0000
835,486.0000,247.0000
836,428.0000,761.0000
837,461.0000,757.0000
838,339.0000,423.0000
839,792.0000,566.0000
840,541.0000,815.0000
841,745.0000,487.0000
842,533.0000,818.0000
843,299.0000,369.0000
844,780.0000,391.0000
845,603.0000,815.0000
846,383.0000,745.0000
847,814.0000,558.0000
848,733.0000,450.0000
849,496.0000,297.0000
850,289.0000,644.0000
851,477.0000,241.0000
852,375.0000,259.0000
853,301.0000,530.0000
854,248.0000,378.0000
855,795.0000,471.0000
856,694.0000,384.0000
857,726.0000,445.0000
858,803.0000,567.0000
859,550.0000,237.0000
860,742.0000,389.0000
861,722.0000,398.0000
862,518.0000,748.0000
863,769.0000,407.0000
864,319.0000,323.0000
865,668.0000,298.0000
866,353.0000,734.0000
867,738.0000,416.0000
868,359.0000,645.0000
869,400.0000,330.0000
870,327.0000,283.0000
871,699.0000,754.0000
872,401.0000,250.0000
873,671.0000,342.0000
874,815.0000,465.0000
875,376.0000,751.0000
876,785.0000,462.0000
877,232.0000,603.0000
878,588.0000,299.0000
879,451.0000,812.0000
880,607.0000,795.0000
881,713.0000,423.0000
882,258.0000,366.0000
883,712.0000,320.0000
884,298.0000,442.0000
885,470.0000,244.0000
886,519.0000,742.0000
887,468.0000,821.0000
888,446.0000,786.0000
889,525.0000,786.0000
890,430.0000,306.0000
891,351.0000,400.0000
892,412.0000,264.0000
893,731.0000,421.0000
894,365.0000,735.0000
895,616.0000,245.0000
896,300.0000,341.0000
897,391.0000,296.0000
898,225.0000,469.0000
899,280.0000,439.0000
900,289.0000,444.0000
901,237.0000,498.0000
902,480.0000,761.0000
903,554.0000,797.0000
904,285.0000,461.0000
905,676.0000,339.0000
906,310.0000,523.0000
907,232.0000,439.0000
908,589.0000,282.0000
909,245.0000,625.0000
910,759.0000,613.0000
911,785.0000,552.0000
912,270.0000,580.0000
913,673.0000,683.0000
914,328.0000,425.0000
915,312.0000,382.0000
916,716.0000,415.0000
917,584.0000,289.0000
918,569.0000,317.0000
919,312.0000,312.0000
920,348.0000,324.0000
921,515.0000,796.0000
922,656.0000,743.0000
923,604.0000,225.0000
924,404.0000,802.0000
925,777.0000,452.0000
926,719.0000,741.0000
927,745.0000,519.0000
928,352.0000,648.0000
929,315.0000,363.0000
930,549.0000,749.0000
931,696.0000,707.0000
932,291.0000,652.0000
933,369.0000,347.0000
934,623.0000,728.0000
935,611.0000,717.0000
936,695.0000,757.0000
937,421.0000,253.0000
938,472.0000,783.0000
939,302.0000,506.0000
940,409.0000,287.0000
941,516.0000,303.0000
942,304.0000,342.0000
943,708.0000,620.0000
944,742.0000,316.0000
945,645.0000,709.0000
946,464.0000,265.0000
947,492.0000,767.0000
948,341.0000,318.0000
949,272.0000,686.0000
950,704.0000,643.0000
951,265.0000,591.0000
952,216.0000,510.0000
953,571.0000,761.0000
954,607.0000,711.0000
955,773.0000,418.0000
956,704.0000,397.0000
957,376.0000,695.0000
958,415.0000,741.0000
959,639.0000,308.0000
960,526.0000,822.0000
961,805.0000,462.0000
962,357.0000,357.0000
963,734.0000,317.0000
964,664.0000,284.0000
965,520.0000,285.0000
966,653.0000,686.0000
967,319.0000,709.0000
968,272.0000,360.0000
969,698.0000,373.0000
970,720.0000,460.0000
971,295.0000,345.0000
972,293.0000,673.0000
973,393.0000,724.0000
974,428.0000,336.0000
975,783.0000,536.0000
976,389.0000,709.0000
977,367.0000,748.0000
978,372.0000,694.0000
979,758.0000,501.0000
980,418.0000,704.0000
981,810.0000,474.0000
982,628.0000,709.0000
983,492.0000,294.0000
984,277.0000,350.0000
985,738.0000,526.0000
986,805.0000,501.0000
987,680.0000,671.0000
988,654.0000,315.0000
989,795.0000,402.0000
990,739.0000,567.0000
991,549.0000,815.0000
992,455.0000,259.0000
993,316.0000,539.0000
994,315.0000,341.0000
995,248.0000,457.0000
996,681.0000,317.0000
997,655.0000,706.0000
998,798.0000,596.0000
999,287.0000,358.0000
1000,793.0000,427.0000
1001,345.0000,625.0000
1002,792.0000,388.0000
1003,495.0000,302.0000
1004,779.0000,562.0000
1005,597.0000,248.0000
1006,581.0000,807.0000
1007,490.0000,799.0000
1008,232.0000,486.0000
1009,305.0000,497.0000
1010,714.0000,376.0000
1011,443.0000,292.0000
1012,454.0000,738.0000
1013,321.0000,309.0000
1014,715.0000,754.0000
1015,718.0000,592.0000
1016,735.0000,444.0000
1017,324.0000,742.0000
1018,534.0000,790.0000
1019,610.0000,751.0000
1020,541.0000,807.0000
1021,628.0000,733.0000
1022,761.0000,572.0000
1023,769.0000,697.0000
1024,819.0000,496.0000
1025,328.0000,675.0000
1026,322.0000,676.0000
1027,287.0000,593.0000
1028,414.0000,342.0000
1029,482.0000,745.0000
1030,227.0000,431.0000
1031,648.0000,318.0000
1032,708.0000,299.0000
1033,343.0000,723.0000
1034,633.0000,788.0000
1035,332.0000,680.0000
1036,260.0000,507.0000
1037,739.0000,555.0000
1038,354.0000,341.0000
1039,296.0000,338.0000
1040,277.0000,584.0000
1041,420.0000,240.0000
1042,556.0000,783.0000
1043,304.0000,601.0000
1044,506.0000,309.0000
1045,291.0000,343.0000
1046,376.0000,272.0000
1047,379.0000,743.0000
1048,486.0000,808.0000
1049,305.0000,595.0000
1050,671.0000,706.0000
1051,739.0000,514.0000
1052,740.0000,594.0000
1053,284.0000,444.0000
1054,672.0000,359.0000
1055,757.0000,569.0000
1056,503.0000,811.0000
1057,255.0000,623.0000
1058,682.0000,294.0000
1059,627.0000,301.0000
1060,758.0000,670.0000
1061,714.0000,366.0000
1062,264.0000,502.0000
1063,268.0000,392.0000
1064,268.0000,475.0000
1065,754.0000,341.0000
1066,595.0000,320.0000
1067,481.0000,757.0000
1068,429.0000,246.0000
1069,442.0000,716.0000
1070,796.0000,533.0000
1071,684.0000,729.0000
1072,758.0000,394.0000
1073,355.0000,370.0000
1074,638.0000,318.0000
1075,442.0000,785.0000
1076,751.0000,595.0000
1077,318.0000,667.0000
1078,795.0000,394.0000
1079,633.0000,700.0000
1080,273.0000,668.0000
1081,780.0000,507.0000
1082,290.0000,484.0000
1083,772.0000,574.0000
1084,248.0000,596.0000
1085,348.0000,708.0000
1086,361.0000,668.0000
1087,327.0000,440.0000
1088,689.0000,323.0000
1089,588.0000,306.0000
1090,300.0000,387.0000
1091,793.0000,497.0000
1092,470.0000,281.0000
1093,562.0000,253.0000
1094,387.0000,713.0000
1095,491.0000,818.0000
1096,585.0000,272.0000
1097,425.0000,230.0000
1098,236.0000,629.0000
1099,530.0000,774.0000
1100,784.0000,467.0000
1101,595.0000,771.0000
1102,329.0000,343.0000
1103,764.0000,427.0000
1104,752.0000,480.0000
1105,793.0000,550.0000
1106,570.0000,820.0000
1107,619.0000,737.0000
1108,412.0000,749.0000
1109,358.0000,272.0000
1110,523.0000,311.0000
1111,401.0000,757.0000
1112,537.0000,741.0000
1113,765.0000,365.0000
1114,404.0000,337.0000
1115,277.0000,660.0000
1116,740.0000,344.0000
1117,489.0000,782.0000
1118,469.0000,302.0000
1119,303.0000,325.0000
1120,738.0000,390.0000
1121,753.0000,679.0000
1122,647.0000,701.0000
1123,278.0000,373.0000
1124,231.0000,523.0000
1125,803.0000,452.0000
1126,398.0000,265.0000
1127,409.0000,804.0000
1128,459.0000,777.0000
1129,586.0000,756.0000
1130,445.0000,773.0000
1131,698.0000,362.0000
1132,236.0000,511.0000
1133,766.0000,473.0000
1134,495.0000,744.0000
1135,340.0000,326.0000
1136,766.0000,549.0000
1137,723.0000,359.0000
1138,350.0000,689.0000
1139,416.0000,803.0000
1140,649.0000,710.0000
1141,814.0000,596.0000
1142,637.0000,351.0000
1143,276.0000,414.0000
1144,415.0000,753.0000
1145,749.0000,517.0000
1146,803.0000,487.0000
1147,486.0000,229.0000
1148,756.0000,376.0000
1149,460.0000,277.0000
1150,477.0000,249.0000
1151,570.0000,246.0000
1152,321.0000,474.0000
