cell_id,role,is_fp,niche_id,global_id
121,sender,1,1,720
122,sender,1,1,721
123,sender,1,1,722
124,sender,1,1,723
125,sender,0,1,724
126,sender,1,1,725
127,sender,0,1,726
128,sender,0,1,727
129,sender,0,1,728
130,sender,0,1,729
131,sender,0,1,730
132,sender,1,1,731
133,sender,0,1,732
134,sender,0,1,733
135,sender,0,1,734
136,sender,1,1,735
137,sender,1,1,736
138,sender,0,1,737
139,sender,1,1,738
140,sender,1,1,739
141,sender,1,1,740
142,sender,1,1,741
143,sender,1,1,742
144,sender,1,1,743
145,sender,0,1,744
146,sender,1,1,745
147,sender,0,1,746
148,sender,1,1,747
149,sender,0,1,748
150,sender,1,1,749
151,sender,0,1,750
152,sender,1,1,751
153,sender,0,1,752
154,sender,0,1,753
155,sender,1,1,754
156,sender,1,1,755
157,sender,1,1,756
158,sender,0,1,757
159,sender,0,1,758
160,sender,0,1,759
161,sender,1,1,760
162,sender,0,1,761
163,sender,1,1,762
164,sender,0,1,763
165,sender,0,1,764
166,sender,0,1,765
167,sender,1,1,766
168,sender,0,1,767
169,sender,0,1,768
170,sender,1,1,769
171,sender,0,1,770
172,sender,1,1,771
173,sender,1,1,772
174,sender,1,1,773
175,sender,0,1,774
176,sender,0,1,775
177,sender,1,1,776
178,sender,0,1,777
179,sender,0,1,778
180,sender,1,1,779
181,sender,0,1,780
182,sender,1,1,781
183,sender,0,1,782
184,sender,1,1,783
185,sender,0,1,784
186,sender,1,1,785
187,sender,1,1,786
188,sender,0,1,787
189,sender,0,1,788
190,sender,0,1,789
191,sender,1,1,790
192,sender,0,1,791
193,sender,1,1,792
194,sender,0,1,793
195,sender,1,1,794
196,sender,1,1,795
197,sender,1,1,796
198,sender,0,1,797
199,sender,0,1,798
200,sender,0,1,799
201,sender,0,1,800
202,sender,0,1,801
203,sender,1,1,802
204,sender,1,1,803
205,sender,0,1,804
206,sender,0,1,805
207,sender,1,1,806
208,sender,1,1,807
209,sender,0,1,808
210,sender,1,1,809
211,sender,1,1,810
212,sender,0,1,811
213,sender,0,1,812
214,sender,0,1,813
215,sender,0,1,814
216,sender,0,1,815
217,sender,0,1,816
218,sender,1,1,817
219,sender,1,1,818
220,sender,1,1,819
221,sender,0,1,820
222,sender,1,1,821
223,sender,0,1,822
224,sender,0,1,823
225,sender,0,1,824
226,sender,1,1,825
227,sender,0,1,826
228,sender,0,1,827
229,sender,1,1,828
230,sender,1,1,829
231,sender,0,1,830
232,sender,1,1,831
233,sender,0,1,832
234,sender,0,1,833
235,sender,1,1,834
236,sender,0,1,835
237,sender,0,1,836
238,sender,0,1,837
239,sender,1,1,838
240,sender,1,1,839
241,sender,0,1,840
242,sender,0,1,841
243,sender,1,1,842
244,sender,0,1,843
245,sender,0,1,844
246,sender,1,1,845
247,sender,0,1,846
248,sender,0,1,847
249,sender,1,1,848
250,sender,0,1,849
251,sender,0,1,850
252,sender,0,1,851
253,sender,0,1,852
254,sender,0,1,853
255,sender,0,1,854
256,sender,0,1,855
257,sender,0,1,856
258,sender,1,1,857
259,sender,1,1,858
260,sender,0,1,859
261,sender,0,1,860
262,sender,0,1,861
263,sender,1,1,862
264,sender,1,1,863
265,sender,0,1,864
266,sender,0,1,865
267,sender,0,1,866
268,sender,0,1,867
269,sender,0,1,868
270,sender,1,1,869
271,sender,1,1,870
272,sender,0,1,871
273,sender,0,1,872
274,sender,0,1,873
275,sender,0,1,874
276,sender,1,1,875
277,sender,1,1,876
278,sender,0,1,877
279,sender,1,1,878
280,sender,0,1,879
281,sender,0,1,880
282,sender,1,1,881
283,sender,1,1,882
284,sender,0,1,883
285,sender,1,1,884
286,sender,0,1,885
287,sender,1,1,886
288,sender,0,1,887
289,sender,0,1,888
290,sender,0,1,889
291,sender,0,1,890
292,sender,0,1,891
293,sender,1,1,892
294,sender,1,1,893
295,sender,1,1,894
296,sender,1,1,895
297,sender,0,1,896
298,sender,1,1,897
299,sender,0,1,898
300,sender,0,1,899
301,sender,0,1,900
302,sender,1,1,901
303,sender,0,1,902
304,sender,0,1,903
305,sender,0,1,904
306,sender,0,1,905
307,sender,0,1,906
308,sender,1,1,907
309,sender,0,1,908
310,sender,1,1,909
311,sender,1,1,910
312,sender,0,1,911
313,sender,0,1,912
314,sender,0,1,913
315,sender,0,1,914
316,sender,1,1,915
317,sender,1,1,916
318,sender,0,1,917
319,sender,0,1,918
320,sender,1,1,919
321,sender,1,1,920
322,sender,0,1,921
323,sender,1,1,922
324,sender,1,1,923
325,sender,1,1,924
326,sender,0,1,925
327,sender,0,1,926
328,sender,0,1,927
329,sender,0,1,928
330,sender,0,1,929
331,sender,0,1,930
332,sender,0,1,931
333,sender,0,1,932
334,sender,1,1,933
335,sender,0,1,934
336,sender,1,1,935
337,sender,0,1,936
338,sender,1,1,937
339,sender,1,1,938
340,sender,1,1,939
341,sender,0,1,940
342,sender,0,1,941
343,sender,0,1,942
344,sender,0,1,943
345,sender,1,1,944
346,sender,0,1,945
347,sender,0,1,946
348,sender,1,1,947
349,sender,0,1,948
350,sender,1,1,949
351,sender,0,1,950
352,sender,0,1,951
353,sender,1,1,952
354,sender,0,1,953
355,sender,0,1,954
356,sender,0,1,955
357,sender,0,1,956
358,sender,0,1,957
359,sender,1,1,958
360,sender,1,1,959
361,sender,0,1,960
362,sender,0,1,961
363,sender,1,1,962
364,sender,1,1,963
365,sender,1,1,964
366,sender,0,1,965
367,sender,0,1,966
368,sender,0,1,967
369,sender,1,1,968
370,sender,0,1,969
371,sender,0,1,970
372,sender,0,1,971
373,sender,0,1,972
374,sender,1,1,973
375,sender,0,1,974
376,sender,1,1,975
377,sender,1,1,976
378,sender,0,1,977
379,sender,0,1,978
380,sender,1,1,979
381,sender,1,1,980
382,sender,1,1,981
383,sender,1,1,982
384,sender,1,1,983
385,sender,0,1,984
386,sender,0,1,985
387,sender,0,1,986
388,sender,0,1,987
389,sender,0,1,988
390,sender,0,1,989
391,sender,1,1,990
392,sender,0,1,991
393,sender,0,1,992
394,sender,0,1,993
395,sender,0,1,994
396,sender,1,1,995
397,sender,0,1,996
398,sender,1,1,997
399,sender,0,1,998
400,sender,0,1,999
401,sender,1,1,1000
402,sender,1,1,1001
403,sender,1,1,1002
404,sender,1,1,1003
405,sender,1,1,1004
406,sender,0,1,1005
407,sender,1,1,1006
408,sender,0,1,1007
409,sender,0,1,1008
410,sender,0,1,1009
411,sender,1,1,1010
412,sender,1,1,1011
413,sender,1,1,1012
414,sender,1,1,1013
415,sender,1,1,1014
416,sender,1,1,1015
417,sender,1,1,1016
418,sender,0,1,1017
419,sender,0,1,1018
420,sender,0,1,1019
421,sender,1,1,1020
422,sender,0,1,1021
423,sender,0,1,1022
424,sender,1,1,1023
425,sender,0,1,1024
426,sender,0,1,1025
427,sender,1,1,1026
428,sender,1,1,1027
429,sender,0,1,1028
430,sender,1,1,1029
431,sender,0,1,1030
432,sender,1,1,1031
433,sender,0,1,1032
434,sender,1,1,1033
435,sender,0,1,1034
436,sender,1,1,1035
437,sender,0,1,1036
438,sender,0,1,1037
439,sender,1,1,1038
440,sender,1,1,1039
441,sender,1,1,1040
442,sender,0,1,1041
443,sender,0,1,1042
444,sender,1,1,1043
445,sender,0,1,1044
446,sender,1,1,1045
447,sender,1,1,1046
448,sender,1,1,1047
449,sender,0,1,1048
450,sender,1,1,1049
451,sender,1,1,1050
452,sender,0,1,1051
453,sender,1,1,1052
454,sender,1,1,1053
455,sender,0,1,1054
456,sender,1,1,1055
457,sender,0,1,1056
458,sender,0,1,1057
459,sender,0,1,1058
460,sender,0,1,1059
461,sender,1,1,1060
462,sender,0,1,1061
463,sender,1,1,1062
464,sender,0,1,1063
465,sender,1,1,1064
466,sender,1,1,1065
467,sender,0,1,1066
468,sender,0,1,1067
469,sender,0,1,1068
470,sender,0,1,1069
471,sender,0,1,1070
472,sender,1,1,1071
473,sender,0,1,1072
474,sender,0,1,1073
475,sender,0,1,1074
476,sender,1,1,1075
477,sender,0,1,1076
478,sender,0,1,1077
479,sender,1,1,1078
480,sender,1,1,1079
481,sender,0,1,1080
482,sender,0,1,1081
483,sender,0,1,1082
484,sender,0,1,1083
485,sender,0,1,1084
486,sender,1,1,1085
487,sender,0,1,1086
488,sender,1,1,1087
489,sender,1,1,1088
490,sender,1,1,1089
491,sender,0,1,1090
492,sender,1,1,1091
493,sender,1,1,1092
494,sender,0,1,1093
495,sender,1,1,1094
496,sender,1,1,1095
497,sender,0,1,1096
498,sender,1,1,1097
499,sender,0,1,1098
500,sender,0,1,1099
501,sender,1,1,1100
502,sender,0,1,1101
503,sender,1,1,1102
504,sender,1,1,1103
505,sender,1,1,1104
506,sender,0,1,1105
507,sender,0,1,1106
508,sender,1,1,1107
509,sender,0,1,1108
510,sender,1,1,1109
511,sender,0,1,1110
512,sender,1,1,1111
513,sender,0,1,1112
514,sender,0,1,1113
515,sender,0,1,1114
516,sender,0,1,1115
517,sender,0,1,1116
518,sender,0,1,1117
519,sender,1,1,1118
520,sender,0,1,1119
521,sender,1,1,1120
522,sender,0,1,1121
523,sender,0,1,1122
524,sender,0,1,1123
525,sender,1,1,1124
526,sender,0,1,1125
527,sender,1,1,1126
528,sender,0,1,1127
529,sender,1,1,1128
530,sender,0,1,1129
531,sender,0,1,1130
532,sender,1,1,1131
533,sender,1,1,1132
534,sender,1,1,1133
535,sender,1,1,1134
536,sender,0,1,1135
537,sender,1,1,1136
538,sender,0,1,1137
539,sender,0,1,1138
540,sender,0,1,1139
541,sender,1,1,1140
542,sender,1,1,1141
543,sender,1,1,1142
544,sender,1,1,1143
545,sender,0,1,1144
546,sender,1,1,1145
547,sender,0,1,1146
548,sender,0,1,1147
549,sender,0,1,1148
550,sender,1,1,1149
551,sender,1,1,1150
552,sender,0,1,1151
553,sender,0,1,1152
554,sender,0,1,1153
555,sender,0,1,1154
556,sender,1,1,1155
557,sender,0,1,1156
558,sender,1,1,1157
559,sender,0,1,1158
560,sender,1,1,1159
561,sender,0,1,1160
562,sender,0,1,1161
563,sender,1,1,1162
564,sender,0,1,1163
565,sender,0,1,1164
566,sender,0,1,1165
567,sender,1,1,1166
568,sender,0,1,1167
569,sender,0,1,1168
570,sender,0,1,1169
571,sender,1,1,1170
572,sender,0,1,1171
573,sender,1,1,1172
574,sender,1,1,1173
575,sender,1,1,1174
576,sender,0,1,1175
577,sender,0,1,1176
578,sender,0,1,1177
579,sender,0,1,1178
580,sender,0,1,1179
581,sender,1,1,1180
582,sender,0,1,1181
583,sender,0,1,1182
584,sender,0,1,1183
585,sender,0,1,1184
586,sender,1,1,1185
587,sender,1,1,1186
588,sender,1,1,1187
589,sender,1,1,1188
590,sender,0,1,1189
591,sender,0,1,1190
592,sender,0,1,1191
593,sender,1,1,1192
594,sender,1,1,1193
595,sender,0,1,1194
596,sender,0,1,1195
597,sender,0,1,1196
598,sender,1,1,1197
599,sender,0,1,1198
600,sender,0,1,1199
601,receiver,0,1,3880
602,receiver,1,1,3881
603,receiver,1,1,3882
604,receiver,0,1,3883
605,receiver,1,1,3884
606,receiver,0,1,3885
607,receiver,0,1,3886
608,receiver,0,1,3887
609,receiver,0,1,3888
610,receiver,0,1,3889
611,receiver,0,1,3890
612,receiver,0,1,3891
613,receiver,0,1,3892
614,receiver,1,1,3893
615,receiver,0,1,3894
616,receiver,0,1,3895
617,receiver,0,1,3896
618,receiver,0,1,3897
619,receiver,0,1,3898
620,receiver,0,1,3899
621,receiver,0,1,3900
622,receiver,0,1,3901
623,receiver,0,1,3902
624,receiver,0,1,3903
625,receiver,0,1,3904
626,receiver,0,1,3905
627,receiver,0,1,3906
628,receiver,0,1,3907
629,receiver,0,1,3908
630,receiver,0,1,3909
631,receiver,0,1,3910
632,receiver,0,1,3911
633,receiver,0,1,3912
634,receiver,0,1,3913
635,receiver,0,1,3914
636,receiver,0,1,3915
637,receiver,0,1,3916
638,receiver,0,1,3917
639,receiver,0,1,3918
640,receiver,1,1,3919
641,receiver,1,1,3920
642,receiver,0,1,3921
643,receiver,0,1,3922
644,receiver,0,1,3923
645,receiver,1,1,3924
646,receiver,0,1,3925
647,receiver,0,1,3926
648,receiver,0,1,3927
649,receiver,0,1,3928
650,receiver,1,1,3929
651,receiver,0,1,3930
652,receiver,0,1,3931
653,receiver,0,1,3932
654,receiver,0,1,3933
655,receiver,0,1,3934
656,receiver,0,1,3935
657,receiver,1,1,3936
658,receiver,0,1,3937
659,receiver,0,1,3938
660,receiver,0,1,3939
661,receiver,1,1,3940
662,receiver,0,1,3941
663,receiver,0,1,3942
664,receiver,0,1,3943
665,receiver,1,1,3944
666,receiver,0,1,3945
667,receiver,0,1,3946
668,receiver,0,1,3947
669,receiver,0,1,3948
670,receiver,1,1,3949
671,receiver,0,1,3950
672,receiver,0,1,3951
673,receiver,0,1,3952
674,receiver,1,1,3953
675,receiver,0,1,3954
676,receiver,0,1,3955
677,receiver,1,1,3956
678,receiver,0,1,3957
679,receiver,0,1,3958
680,receiver,0,1,3959
681,receiver,0,1,3960
682,receiver,1,1,3961
683,receiver,0,1,3962
684,receiver,0,1,3963
685,receiver,1,1,3964
686,receiver,0,1,3965
687,receiver,1,1,3966
688,receiver,0,1,3967
689,receiver,0,1,3968
690,receiver,0,1,3969
691,receiver,1,1,3970
692,receiver,0,1,3971
693,receiver,0,1,3972
694,receiver,1,1,3973
695,receiver,0,1,3974
696,receiver,1,1,3975
697,receiver,0,1,3976
698,receiver,1,1,3977
699,receiver,0,1,3978
700,receiver,1,1,3979
701,receiver,0,1,3980
702,receiver,0,1,3981
703,receiver,1,1,3982
704,receiver,0,1,3983
705,receiver,0,1,3984
706,receiver,0,1,3985
707,receiver,1,1,3986
708,receiver,1,1,3987
709,receiver,0,1,3988
710,receiver,0,1,3989
711,receiver,0,1,3990
712,receiver,0,1,3991
713,receiver,0,1,3992
714,receiver,0,1,3993
715,receiver,0,1,3994
716,receiver,0,1,3995
717,receiver,0,1,3996
718,receiver,1,1,3997
719,receiver,0,1,3998
720,receiver,1,1,3999
721,receiver,0,1,4000
722,receiver,0,1,4001
723,receiver,0,1,4002
724,receiver,0,1,4003
725,receiver,1,1,4004
726,receiver,0,1,4005
727,receiver,1,1,4006
728,receiver,0,1,4007
729,receiver,0,1,4008
730,receiver,0,1,4009
731,receiver,0,1,4010
732,receiver,0,1,4011
733,receiver,0,1,4012
734,receiver,0,1,4013
735,receiver,0,1,4014
736,receiver,0,1,4015
737,receiver,0,1,4016
738,receiver,0,1,4017
739,receiver,0,1,4018
740,receiver,1,1,4019
741,receiver,0,1,4020
742,receiver,0,1,4021
743,receiver,1,1,4022
744,receiver,0,1,4023
745,receiver,0,1,4024
746,receiver,0,1,4025
747,receiver,0,1,4026
748,receiver,0,1,4027
749,receiver,0,1,4028
750,receiver,0,1,4029
751,receiver,0,1,4030
752,receiver,1,1,4031
753,receiver,0,1,4032
754,receiver,0,1,4033
755,receiver,1,1,4034
756,receiver,0,1,4035
757,receiver,0,1,4036
758,receiver,0,1,4037
759,receiver,0,1,4038
760,receiver,1,1,4039
761,receiver,0,1,4040
762,receiver,0,1,4041
763,receiver,1,1,4042
764,receiver,0,1,4043
765,receiver,0,1,4044
766,receiver,0,1,4045
767,receiver,0,1,4046
768,receiver,0,1,4047
769,receiver,0,1,4048
770,receiver,1,1,4049
771,receiver,0,1,4050
772,receiver,0,1,4051
773,receiver,0,1,4052
774,receiver,1,1,4053
775,receiver,0,1,4054
776,receiver,0,1,4055
777,receiver,0,1,4056
778,receiver,0,1,4057
779,receiver,1,1,4058
780,receiver,1,1,4059
781,receiver,0,1,4060
782,receiver,0,1,4061
783,receiver,0,1,4062
784,receiver,1,1,4063
785,receiver,1,1,4064
786,receiver,0,1,4065
787,receiver,0,1,4066
788,receiver,0,1,4067
789,receiver,1,1,4068
790,receiver,0,1,4069
791,receiver,1,1,4070
792,receiver,1,1,4071
793,receiver,1,1,4072
794,receiver,0,1,4073
795,receiver,0,1,4074
796,receiver,0,1,4075
797,receiver,0,1,4076
798,receiver,0,1,4077
799,receiver,0,1,4078
800,receiver,0,1,4079
801,receiver,0,1,4080
802,receiver,1,1,4081
803,receiver,0,1,4082
804,receiver,0,1,4083
805,receiver,0,1,4084
806,receiver,0,1,4085
807,receiver,0,1,4086
808,receiver,0,1,4087
809,receiver,1,1,4088
810,receiver,0,1,4089
811,receiver,1,1,4090
812,receiver,0,1,4091
813,receiver,0,1,4092
814,receiver,0,1,4093
815,receiver,0,1,4094
816,receiver,1,1,4095
817,receiver,0,1,4096
818,receiver,0,1,4097
819,receiver,0,1,4098
820,receiver,0,1,4099
821,receiver,0,1,4100
822,receiver,0,1,4101
823,receiver,0,1,4102
824,receiver,0,1,4103
825,receiver,0,1,4104
826,receiver,0,1,4105
827,receiver,1,1,4106
828,receiver,0,1,4107
829,receiver,0,1,4108
830,receiver,0,1,4109
831,receiver,0,1,4110
832,receiver,0,1,4111
833,receiver,0,1,4112
834,receiver,1,1,4113
835,receiver,0,1,4114
836,receiver,0,1,4115
837,receiver,0,1,4116
838,receiver,0,1,4117
839,receiver,0,1,4118
840,receiver,1,1,4119
841,receiver,0,1,4120
842,receiver,0,1,4121
843,receiver,0,1,4122
844,receiver,0,1,4123
845,receiver,0,1,4124
846,receiver,0,1,4125
847,receiver,0,1,4126
848,receiver,0,1,4127
849,receiver,0,1,4128
850,receiver,0,1,4129
851,receiver,0,1,4130
852,receiver,0,1,4131
853,receiver,0,1,4132
854,receiver,1,1,4133
855,receiver,0,1,4134
856,receiver,1,1,4135
857,receiver,0,1,4136
858,receiver,0,1,4137
859,receiver,0,1,4138
860,receiver,0,1,4139
861,receiver,0,1,4140
862,receiver,0,1,4141
863,receiver,0,1,4142
864,receiver,0,1,4143
865,receiver,0,1,4144
866,receiver,0,1,4145
867,receiver,0,1,4146
868,receiver,1,1,4147
869,receiver,1,1,4148
870,receiver,0,1,4149
871,receiver,1,1,4150
872,receiver,0,1,4151
873,receiver,0,1,4152
874,receiver,1,1,4153
875,receiver,1,1,4154
876,receiver,0,1,4155
877,receiver,0,1,4156
878,receiver,0,1,4157
879,receiver,1,1,4158
880,receiver,1,1,4159
881,receiver,0,1,4160
882,receiver,0,1,4161
883,receiver,0,1,4162
884,receiver,0,1,4163
885,receiver,0,1,4164
886,receiver,0,1,4165
887,receiver,0,1,4166
888,receiver,0,1,4167
889,receiver,0,1,4168
890,receiver,1,1,4169
891,receiver,1,1,4170
892,receiver,0,1,4171
893,receiver,0,1,4172
894,receiver,0,1,4173
895,receiver,0,1,4174
896,receiver,0,1,4175
897,receiver,0,1,4176
898,receiver,0,1,4177
899,receiver,0,1,4178
900,receiver,0,1,4179
901,receiver,0,1,4180
902,receiver,1,1,4181
903,receiver,0,1,4182
904,receiver,0,1,4183
905,receiver,0,1,4184
906,receiver,0,1,4185
907,receiver,0,1,4186
908,receiver,1,1,4187
909,receiver,0,1,4188
910,receiver,0,1,4189
911,receiver,1,1,4190
912,receiver,0,1,4191
913,receiver,0,1,4192
914,receiver,0,1,4193
915,receiver,0,1,4194
916,receiver,0,1,4195
917,receiver,0,1,4196
918,receiver,1,1,4197
919,receiver,1,1,4198
920,receiver,0,1,4199
921,receiver,0,1,4200
922,receiver,1,1,4201
923,receiver,1,1,4202
924,receiver,0,1,4203
925,receiver,0,1,4204
926,receiver,0,1,4205
927,receiver,0,1,4206
928,receiver,1,1,4207
929,receiver,0,1,4208
930,receiver,0,1,4209
931,receiver,0,1,4210
932,receiver,0,1,4211
933,receiver,0,1,4212
934,receiver,0,1,4213
935,receiver,0,1,4214
936,receiver,0,1,4215
937,receiver,0,1,4216
938,receiver,1,1,4217
939,receiver,0,1,4218
940,receiver,0,1,4219
941,receiver,0,1,4220
942,receiver,0,1,4221
943,receiver,0,1,4222
944,receiver,0,1,4223
945,receiver,0,1,4224
946,receiver,0,1,4225
947,receiver,0,1,4226
948,receiver,0,1,4227
949,receiver,1,1,4228
950,receiver,0,1,4229
951,receiver,1,1,4230
952,receiver,0,1,4231
953,receiver,1,1,4232
954,receiver,0,1,4233
955,receiver,1,1,4234
956,receiver,0,1,4235
957,receiver,0,1,4236
958,receiver,0,1,4237
959,receiver,0,1,4238
960,receiver,0,1,4239
961,receiver,0,1,4240
962,receiver,1,1,4241
963,receiver,1,1,4242
964,receiver,0,1,4243
965,receiver,0,1,4244
966,receiver,0,1,4245
967,receiver,0,1,4246
968,receiver,0,1,4247
969,receiver,0,1,4248
970,receiver,0,1,4249
971,receiver,0,1,4250
972,receiver,0,1,4251
973,receiver,0,1,4252
974,receiver,1,1,4253
975,receiver,0,1,4254
976,receiver,0,1,4255
977,receiver,1,1,4256
978,receiver,0,1,4257
979,receiver,1,1,4258
980,receiver,0,1,4259
981,receiver,0,1,4260
982,receiver,0,1,4261
983,receiver,1,1,4262
984,receiver,0,1,4263
985,receiver,0,1,4264
986,receiver,1,1,4265
987,receiver,0,1,4266
988,receiver,0,1,4267
989,receiver,0,1,4268
990,receiver,0,1,4269
991,receiver,1,1,4270
992,receiver,0,1,4271
993,receiver,0,1,4272
994,receiver,0,1,4273
995,receiver,0,1,4274
996,receiver,0,1,4275
997,receiver,0,1,4276
998,receiver,0,1,4277
999,receiver,0,1,4278
1000,receiver,0,1,4279
1001,receiver,0,1,4280
1002,receiver,0,1,4281
1003,receiver,1,1,4282
1004,receiver,0,1,4283
1005,receiver,0,1,4284
1006,receiver,0,1,4285
1007,receiver,0,1,4286
1008,receiver,0,1,4287
1009,receiver,0,1,4288
1010,receiver,0,1,4289
1011,receiver,0,1,4290
1012,receiver,0,1,4291
1013,receiver,0,1,4292
1014,receiver,0,1,4293
1015,receiver,0,1,4294
1016,receiver,0,1,4295
1017,receiver,1,1,4296
1018,receiver,0,1,4297
1019,receiver,0,1,4298
1020,receiver,0,1,4299
1021,receiver,0,1,4300
1022,receiver,0,1,4301
1023,receiver,0,1,4302
1024,receiver,0,1,4303
1025,receiver,0,1,4304
1026,receiver,1,1,4305
1027,receiver,0,1,4306
1028,receiver,0,1,4307
1029,receiver,0,1,4308
1030,receiver,0,1,4309
1031,receiver,1,1,4310
1032,receiver,0,1,4311
1033,receiver,1,1,4312
1034,receiver,0,1,4313
1035,receiver,1,1,4314
1036,receiver,0,1,4315
1037,receiver,0,1,4316
1038,receiver,0,1,4317
1039,receiver,0,1,4318
1040,receiver,0,1,4319
1041,receiver,1,1,4320
1042,receiver,1,1,4321
1043,receiver,1,1,4322
1044,receiver,0,1,4323
1045,receiver,0,1,4324
1046,receiver,0,1,4325
1047,receiver,1,1,4326
1048,receiver,0,1,4327
1049,receiver,0,1,4328
1050,receiver,0,1,4329
1051,receiver,0,1,4330
1052,receiver,0,1,4331
1053,receiver,0,1,4332
1054,receiver,0,1,4333
1055,receiver,0,1,4334
1056,receiver,0,1,4335
1057,receiver,0,1,4336
1058,receiver,0,1,4337
1059,receiver,0,1,4338
1060,receiver,0,1,4339
1061,receiver,0,1,4340
1062,receiver,1,1,4341
1063,receiver,0,1,4342
1064,receiver,0,1,4343
1065,receiver,1,1,4344
1066,receiver,1,1,4345
1067,receiver,1,1,4346
1068,receiver,0,1,4347
1069,receiver,0,1,4348
1070,receiver,0,1,4349
1071,receiver,1,1,4350
1072,receiver,0,1,4351
1073,receiver,0,1,4352
1074,receiver,1,1,4353
1075,receiver,1,1,4354
1076,receiver,1,1,4355
1077,receiver,0,1,4356
1078,receiver,0,1,4357
1079,receiver,0,1,4358
1080,receiver,0,1,4359
1081,receiver,0,1,4360
1082,receiver,1,1,4361
1083,receiver,0,1,4362
1084,receiver,0,1,4363
1085,receiver,0,1,4364
1086,receiver,0,1,4365
1087,receiver,0,1,4366
1088,receiver,0,1,4367
1089,receiver,0,1,4368
1090,receiver,0,1,4369
1091,receiver,0,1,4370
1092,receiver,0,1,4371
1093,receiver,0,1,4372
1094,receiver,0,1,4373
1095,receiver,1,1,4374
1096,receiver,0,1,4375
1097,receiver,0,1,4376
1098,receiver,0,1,4377
1099,receiver,1,1,4378
1100,receiver,0,1,4379
1101,receiver,0,1,4380
1102,receiver,0,1,4381
1103,receiver,0,1,4382
1104,receiver,0,1,4383
1105,receiver,0,1,4384
1106,receiver,1,1,4385
1107,receiver,0,1,4386
1108,receiver,0,1,4387
1109,receiver,1,1,4388
1110,receiver,0,1,4389
1111,receiver,0,1,4390
1112,receiver,0,1,4391
1113,receiver,0,1,4392
1114,receiver,0,1,4393
1115,receiver,1,1,4394
1116,receiver,0,1,4395
1117,receiver,0,1,4396
1118,receiver,1,1,4397
1119,receiver,0,1,4398
1120,receiver,0,1,4399
1121,receiver,0,1,4400
1122,receiver,0,1,4401
1123,receiver,0,1,4402
1124,receiver,0,1,4403
1125,receiver,0,1,4404
1126,receiver,1,1,4405
1127,receiver,0,1,4406
1128,receiver,0,1,4407
1129,receiver,0,1,4408
1130,receiver,1,1,4409
1131,receiver,0,1,4410
1132,receiver,0,1,4411
1133,receiver,1,1,4412
1134,receiver,0,1,4413
1135,receiver,0,1,4414
1136,receiver,0,1,4415
1137,receiver,1,1,4416
1138,receiver,1,1,4417
1139,receiver,1,1,4418
